sample-id	Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Sample_Name	sample_comment	city	country
sample-65	DRR017284	AMPLICON	403	3434646	PRJDB1664	SAMD00012362	1992126	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015578	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012362	DRP001943	DRS015068	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-66	DRR017285	AMPLICON	403	2667367	PRJDB1664	SAMD00012369	1607672	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015579	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012369	DRP001943	DRS015069	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-67	DRR017286	AMPLICON	403	2346307	PRJDB1664	SAMD00012359	1365240	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015580	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012359	DRP001943	DRS015070	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-68	DRR017287	AMPLICON	403	2654223	PRJDB1664	SAMD00012354	1551801	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015581	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012354	DRP001943	DRS015071	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-69	DRR017288	AMPLICON	403	2526917	PRJDB1664	SAMD00012375	1494349	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015582	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012375	DRP001943	DRS015072	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-70	DRR017289	AMPLICON	403	2002739	PRJDB1664	SAMD00012361	1199660	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015583	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012361	DRP001943	DRS015073	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-71	DRR017290	AMPLICON	404	2054523	PRJDB1664	SAMD00012373	1202354	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015584	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012373	DRP001943	DRS015074	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-72	DRR017291	AMPLICON	404	2605585	PRJDB1664	SAMD00012357	1547439	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015585	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012357	DRP001943	DRS015075	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-73	DRR017292	AMPLICON	399	1463271	PRJDB1664	SAMD00012368	917694	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015586	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012368	DRP001943	DRS015076	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-74	DRR017293	AMPLICON	403	2202692	PRJDB1664	SAMD00012376	1290685	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015587	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012376	DRP001943	DRS015077	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-75	DRR017294	AMPLICON	400	2291424	PRJDB1664	SAMD00012360	1419320	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015588	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012360	DRP001943	DRS015078	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-76	DRR017295	AMPLICON	403	2175515	PRJDB1664	SAMD00012353	1292297	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015589	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012353	DRP001943	DRS015079	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-77	DRR017296	AMPLICON	403	2611776	PRJDB1664	SAMD00012355	1526200	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015590	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012355	DRP001943	DRS015080	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-78	DRR017297	AMPLICON	403	2318501	PRJDB1664	SAMD00012352	1353969	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015591	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012352	DRP001943	DRS015081	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-79	DRR017298	AMPLICON	400	1703606	PRJDB1664	SAMD00012364	1052181	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015592	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012364	DRP001943	DRS015082	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-80	DRR017299	AMPLICON	404	2411412	PRJDB1664	SAMD00012366	1393739	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015593	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012366	DRP001943	DRS015083	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-81	DRR017300	AMPLICON	403	3138157	PRJDB1664	SAMD00012371	1876943	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015594	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012371	DRP001943	DRS015084	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-82	DRR017301	AMPLICON	403	2322042	PRJDB1664	SAMD00015784	1383739	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015595	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015784	DRP001944	DRS015085	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-83	DRR017302	AMPLICON	403	2262196	PRJDB1664	SAMD00015800	1356701	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015596	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015800	DRP001944	DRS015086	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-84	DRR017303	AMPLICON	405	2538386	PRJDB1664	SAMD00015792	1455961	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015597	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015792	DRP001944	DRS015087	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-85	DRR017304	AMPLICON	403	3097387	PRJDB1664	SAMD00015788	1819696	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015598	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015788	DRP001944	DRS015088	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-86	DRR017305	AMPLICON	402	4208949	PRJDB1664	SAMD00015781	2532073	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015599	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015781	DRP001944	DRS015089	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-87	DRR017306	AMPLICON	399	889983	PRJDB1664	SAMD00015807	566587	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015600	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015807	DRP001944	DRS015090	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-88	DRR017307	AMPLICON	399	1580841	PRJDB1664	SAMD00015804	989164	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015601	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015804	DRP001944	DRS015091	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-89	DRR017308	AMPLICON	404	2141301	PRJDB1664	SAMD00015799	1266249	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015602	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015799	DRP001944	DRS015092	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-90	DRR017309	AMPLICON	404	2714315	PRJDB1664	SAMD00015783	1633385	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015603	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015783	DRP001944	DRS015093	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-91	DRR017310	AMPLICON	399	1587433	PRJDB1664	SAMD00015787	984279	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015604	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015787	DRP001944	DRS015094	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-92	DRR017311	AMPLICON	403	2375728	PRJDB1664	SAMD00015785	1375387	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015605	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015785	DRP001944	DRS015095	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-93	DRR017312	AMPLICON	403	2451747	PRJDB1664	SAMD00015797	1429628	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015606	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015797	DRP001944	DRS015096	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-94	DRR017313	AMPLICON	403	2442065	PRJDB1664	SAMD00015794	1442499	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015607	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015794	DRP001944	DRS015097	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-95	DRR017314	AMPLICON	399	2589436	PRJDB1664	SAMD00015795	1589610	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015608	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015795	DRP001944	DRS015098	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-96	DRR017315	AMPLICON	399	2662834	PRJDB1664	SAMD00015780	1644876	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015609	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015780	DRP001944	DRS015099	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-97	DRR017316	AMPLICON	404	2137261	PRJDB1664	SAMD00015798	1259146	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015610	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015798	DRP001944	DRS015100	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-98	DRR017317	AMPLICON	404	1874850	PRJDB1664	SAMD00015802	1106225	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015611	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015802	DRP001944	DRS015101	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-99	DRR017318	AMPLICON	404	2221769	PRJDB1664	SAMD00015801	1304975	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015612	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015801	DRP001944	DRS015102	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-100	DRR017319	AMPLICON	403	1140989	PRJDB1664	SAMD00015791	697154	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015613	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015791	DRP001944	DRS015103	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-101	DRR017320	AMPLICON	404	2503094	PRJDB1664	SAMD00015793	1473583	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015614	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015793	DRP001944	DRS015104	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-102	DRR017321	AMPLICON	403	2263641	PRJDB1664	SAMD00015803	1319036	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015615	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015803	DRP001944	DRS015105	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-103	DRR017322	AMPLICON	404	2626341	PRJDB1664	SAMD00015805	1554290	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015616	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015805	DRP001944	DRS015106	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-104	DRR017323	AMPLICON	400	2838328	PRJDB1664	SAMD00015790	1729700	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015617	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015790	DRP001944	DRS015107	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-105	DRR017324	AMPLICON	405	2266510	PRJDB1664	SAMD00015806	1321146	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015618	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015806	DRP001944	DRS015108	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-106	DRR017325	AMPLICON	398	1280465	PRJDB1664	SAMD00015789	803629	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015619	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015789	DRP001944	DRS015109	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-107	DRR017326	AMPLICON	399	1724267	PRJDB1664	SAMD00015786	1084727	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015620	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015786	DRP001944	DRS015110	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-108	DRR017327	AMPLICON	403	2929771	PRJDB1664	SAMD00015796	1755164	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015621	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015796	DRP001944	DRS015111	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-109	DRR017328	AMPLICON	404	2179128	PRJDB1664	SAMD00015782	1286610	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015622	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015782	DRP001944	DRS015112	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
sample-110	DRR017329	AMPLICON	398	1874267	PRJDB1664	SAMD00009509	1157027	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015623	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009509	DRP001945	DRS015113	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-111	DRR017330	AMPLICON	399	1835140	PRJDB1664	SAMD00009523	1143436	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015624	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009523	DRP001945	DRS015114	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-112	DRR017331	AMPLICON	399	1461241	PRJDB1664	SAMD00009503	913247	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015625	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009503	DRP001945	DRS015115	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-113	DRR017332	AMPLICON	399	1722907	PRJDB1664	SAMD00009512	1099494	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015626	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009512	DRP001945	DRS015116	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-114	DRR017333	AMPLICON	399	2659561	PRJDB1664	SAMD00009511	1641391	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015627	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009511	DRP001945	DRS015117	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-115	DRR017334	AMPLICON	400	3528895	PRJDB1664	SAMD00009508	2170895	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015628	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009508	DRP001945	DRS015118	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-116	DRR017335	AMPLICON	400	4231792	PRJDB1664	SAMD00009521	2581048	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015629	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009521	DRP001945	DRS015119	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-117	DRR017336	AMPLICON	400	3230307	PRJDB1664	SAMD00009527	1973477	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015630	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009527	DRP001945	DRS015120	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-118	DRR017337	AMPLICON	400	3515894	PRJDB1664	SAMD00009504	2123870	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015631	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009504	DRP001945	DRS015121	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-119	DRR017338	AMPLICON	400	2806528	PRJDB1664	SAMD00009507	1714509	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015632	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009507	DRP001945	DRS015122	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-120	DRR017339	AMPLICON	403	2695053	PRJDB1664	SAMD00009506	1590711	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015633	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009506	DRP001945	DRS015123	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-121	DRR017340	AMPLICON	400	3118229	PRJDB1664	SAMD00009514	1915148	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015634	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009514	DRP001945	DRS015124	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-122	DRR017341	AMPLICON	399	3242669	PRJDB1664	SAMD00009525	1962756	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015635	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009525	DRP001945	DRS015125	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-123	DRR017342	AMPLICON	400	3367509	PRJDB1664	SAMD00009515	2077823	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015636	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009515	DRP001945	DRS015126	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-124	DRR017343	AMPLICON	402	2406616	PRJDB1664	SAMD00009518	1407452	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015637	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009518	DRP001945	DRS015127	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-125	DRR017344	AMPLICON	403	1010459	PRJDB1664	SAMD00009516	628062	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015638	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009516	DRP001945	DRS015128	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-126	DRR017345	AMPLICON	401	4102814	PRJDB1664	SAMD00009526	2499598	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015639	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009526	DRP001945	DRS015129	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-127	DRR017346	AMPLICON	402	3956580	PRJDB1664	SAMD00009505	2382407	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015640	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009505	DRP001945	DRS015130	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-128	DRR017347	AMPLICON	401	3942615	PRJDB1664	SAMD00009520	2422210	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015641	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009520	DRP001945	DRS015131	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
