folder	dataset	sample-id	ace	berger_parker_d	brillouin_d	chao1	dominance	doubles	enspie	faith_pd	fisher_alpha	gini_index	goods_coverage	heip_e	lladser_pe	margalef	mcintosh_d	menhinick	observed_features	pielou_evenness	robbins	shannon_entropy	simpson	singles	strong	sample-frequency	Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Sample_Name	sample_comment	city	country
346_asian	346_asian_Indonesia	sample-14	182.6249589829293	0.1809314033983637	3.6796028195310906	177.01923076923077	0.0578014124006256	51	17.300615304500358	16.234574077312402	39.85142483419477	0.9885614589075952	0.9952800503461297	0.2452485809039861	0.0105963571549305	21.57736129328384	0.7732980999584754	3.104281539527622	175	0.731247311322923	0.0047199496538703	5.448678091626879	0.9421985875993744	15	0.6103587161736941	3178.0	DRR017233	AMPLICON	403	2012286	PRJDB1664	SAMD00016518	1227936	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015527	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	DRS015017	DRP001941			Bali	Indonesia
346_asian	346_asian_Philippines	sample-307	129.87209550013057	0.1374474053295932	3.685986009030932	128.3846153846154	0.0454409646885978	25	22.006575055192947	18.713710394784037	29.871168987453	0.989611873258557	0.997662459093034	0.342444775906043	0.0110582611273962	16.562134582363797	0.8042199287820196	2.767608000412228	128	0.78220356722062	0.0023375409069658	5.475424970544339	0.9545590353114022	5	0.5657287283777466	2139.0	DRR076770	AMPLICON	513	7759325	PRJDB1664	SAMD00066810	17593623	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX070614	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2017-03-22T00:00:00Z	SAMD00066810	DRP001941	PH.C.4	human gut	Baybay	Philippines
346_asian	346_asian_Japan	sample-290	214.4249763705104	0.1289114736560577	4.015163814252153	203.77083333333331	0.0352564187391511	47	28.36362953930804	14.768738730763504	44.29468978471251	0.9859461618324138	0.9930462690558972	0.3058836949291262	0.0111431210168978	23.82522937358744	0.8257371246294701	3.221725196045422	197	0.7779572086627238	0.0069537309441027	5.929630157746917	0.9647435812608488	26	0.5848981038117903	3739.0	DRR017509	AMPLICON	402	2192015	PRJDB1664	SAMD00003452	1300825	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015803	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00003452	DRP001950	DRS015293	16S rRNA amplicon sequencing of stool sample from healthy Fukuoka Children	Fukuoka	Japan
346_asian	346_asian_Indonesia	sample-16	242.8242985932946	0.0739638195557591	4.3951385867294	238.45945945945945	0.0201096562373808	36	49.72735427178264	19.16067218940087	51.99823424264902	0.9806587156944662	0.9945042363178384	0.3852371634784948	0.0147117380975848	27.44030329556732	0.8713775316949982	3.495589160188336	231	0.825994312135738	0.0054957636821616	6.485500048526897	0.9798903437626192	24	0.5446367234780334	4367.0	DRR017235	AMPLICON	403	2734249	PRJDB1664	SAMD00016541	1623173	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015529	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	DRS015019	DRP001941			Bali	Indonesia
346_asian	346_asian_Taiwan	sample-70	151.28250998530083	0.0958429561200923	3.8176956169446	147.35714285714286	0.0365531444511411	27	27.357427521362844	13.6747617439827	30.604801605019794	0.9890621161943016	0.9965357967667436	0.3356290132464992	0.0108454210630419	17.668323019060754	0.8227910220078096	2.4636502893608703	145	0.7833539691061621	0.0034642032332563	5.624410283484611	0.9634468555488588	12	0.5766544556820897	3464.0	DRR017289	AMPLICON	403	2002739	PRJDB1664	SAMD00012361	1199660	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015583	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012361	DRP001943	DRS015073	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
346_asian	346_asian_Japan	sample-261	175.7609409704215	0.1224895166629883	3.75494962833028	172.51612903225808	0.0462112421937869	30	21.63975588032233	14.888755798663665	34.87461153831578	0.9890796827980322	0.9971308761862724	0.2657115677568277	0.0096130750451737	20.07436317477737	0.7968703323259876	2.525526269859096	170	0.7450797854245534	0.0028691238137276	5.520587408824111	0.9537887578062132	13	0.6230737273942903	4531.0	DRR017480	AMPLICON	404	2644391	PRJDB1664	SAMD00013366	1576169	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015774	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013366	DRP001949	DRS015264	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
346_asian	346_asian_Japan	sample-274	171.79048286240294	0.1432124623641838	3.559839405265646	167.52941176470588	0.0505268667250879	33	19.79145086199207	13.76536833881464	29.492477139157533	0.9917068093216832	0.9979054850111272	0.2188578749635421	0.0074840183458469	18.23057814867814	0.7841904697839474	1.876400729134192	164	0.7063054633567611	0.0020945149888728	5.196679177793243	0.949473133274912	16	0.677243541646046	7639.0	DRR017493	AMPLICON	403	4291258	PRJDB1664	SAMD00003455	2478712	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015787	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00003455	DRP001950	DRS015277	16S rRNA amplicon sequencing of stool sample from healthy Fukuoka Children	Fukuoka	Japan
346_asian	346_asian_Japan	sample-268	158.73299936202548	0.0751934235976789	3.8804645798444266	153.77777777777777	0.0305127362143597	35	32.7731997869593	14.222506250057345	30.50721126878	0.9891014434920868	0.995889748549323	0.3418243825730386	0.0165864538381411	17.89255825088673	0.8383568775100978	2.332389050891711	150	0.7883096100544952	0.0041102514506769	5.698547243059455	0.9694872637856402	17	0.6027724049000645	4136.0	DRR017487	AMPLICON	402	2346549	PRJDB1664	SAMD00003450	1388207	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015781	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00003450	DRP001950	DRS015271	16S rRNA amplicon sequencing of stool sample from healthy Fukuoka Children	Fukuoka	Japan
346_asian	346_asian_China	sample-181	140.66617283950615	0.0685840707964601	4.129563840735225	137.8	0.0211841177852611	34	47.20517560073938	12.979441300490569	38.04215753847701	0.9843374814156138	0.9941002949852508	0.5380314513239299	0.0283498691089097	18.856689863950965	0.8783038096246755	3.720409309165944	137	0.8752860072156005	0.0058997050147492	6.212808160982752	0.9788158822147388	8	0.4478554356953685	1356.0	DRR017400	AMPLICON	400	906815	PRJDB1664	SAMD00016625	579052	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015694	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016625	DRP001947	DRS015184	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
346_asian	346_asian_China	sample-208	153.07540435656037	0.0787172011661807	3.8828134165929455	148.65	0.0334762254200583	39	29.871946058793664	13.013932463607244	36.234210328248864	0.9875141474471748	0.9941690962099126	0.3705446530730071	0.0148324306118008	19.136272752163947	0.8354510341675075	3.24037034920393	147	0.8033654243697231	0.0058309037900874	5.783967828632425	0.9665237745799417	12	0.5427599611273081	2058.0	DRR017427	AMPLICON	400	1351093	PRJDB1664	SAMD00008759	843964	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015721	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008759	DRP001948	DRS015211	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
346_asian	346_asian_Indonesia	sample-23	274.38891979337154	0.1388598872415953	4.026206153183225	268.8787878787879	0.044277924967345	65	22.584617520751003	16.451998769288686	60.726461445031845	0.9827593499667808	0.9958237627897264	0.2297110210139784	0.0151655509489552	31.271842717085324	0.8011537263903826	3.843786154627458	266	0.7388006486030584	0.0041762372102735	5.951247888029103	0.9557220750326548	20	0.6138738996164457	4789.0	DRR017242	AMPLICON	400	3123912	PRJDB1664	SAMD00016521	1939976	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015536	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016521	DRP001941	DRS015026	16S rRNA amplicon sequencing of stool sample from healthy Bali Children	Bali	Indonesia
346_asian	346_asian_Indonesia	sample-21	189.77752090203225	0.1077498300475866	4.1133240765020505	184.6216216216216	0.0310607387511374	36	32.194984414637595	15.35990102930628	42.28688243080932	0.9842677294611918	0.9935418082936778	0.3767823616150644	0.0139106370105728	22.411853768935877	0.8392319356083936	3.3185714371416872	180	0.8137977337974376	0.0064581917063222	6.096853071736406	0.9689392612488624	19	0.5188420575572174	2942.0	DRR017240	AMPLICON	403	1936945	PRJDB1664	SAMD00016519	1196171	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015534	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016519	DRP001941	DRS015024	16S rRNA amplicon sequencing of stool sample from healthy Bali Children	Bali	Indonesia
346_asian	346_asian_Thailand	sample-121	193.1291923340178	0.0896028736779086	3.935115279278029	190.65116279069767	0.0349074781439723	42	28.647156803353223	14.89361995628909	39.08276096600504	0.9874149666031364	0.9984035122729994	0.285966440246518	0.0065896649687288	22.184684913798137	0.8248164251047009	2.6840549301551566	190	0.7638995456442796	0.0015964877270005	5.782609259796813	0.9650925218560276	8	0.616004789463181	5011.0	DRR017340	AMPLICON	400	3118229	PRJDB1664	SAMD00009514	1915148	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015634	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009514	DRP001945	DRS015124	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
346_asian	346_asian_Indonesia	sample-5	196.6930994350073	0.1727233860624198	3.771367628817023	191.98507462686567	0.0600876890746548	66	16.64234413737509	14.374740606826652	49.19512283707294	0.9855529904583104	0.9948696023941856	0.2568420353141352	0.0156800202468989	24.49249372340364	0.7708100388374223	3.949283005155461	191	0.7440615517631606	0.0051303976058144	5.638073452163187	0.9399123109253452	12	0.5859845237482344	2339.0	DRR017224	AMPLICON	397	1541747	PRJDB1664	SAMD00016528	997034	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015518	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016528	DRP001941	DRS015008	16S rRNA amplicon sequencing of stool sample from healthy Bali Children	Bali	Indonesia
346_asian	346_asian_Thailand	sample-135	222.73630337620423	0.0870858113848768	4.250687335736101	217.390625	0.0252398527714355	63	39.61988245556334	16.41986307200914	57.56065843786524	0.9809623884110514	0.9923534409515716	0.3780040925691951	0.0247210150797604	27.563568748971683	0.8588307128751528	4.431341607820329	215	0.8202772142813887	0.0076465590484282	6.355666046376217	0.9747601472285644	18	0.5414435597004604	2354.0	DRR017354	AMPLICON	399	1589056	PRJDB1664	SAMD00009528	994289	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015648	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009528	DRP001945	DRS015138	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
346_asian	346_asian_Indonesia	sample-15	269.2909781982595	0.0782420181316515	4.26196586315512	262.05172413793105	0.0262381631631126	57	38.1124240208197	19.760491888233148	56.85757023951252	0.981962729265871	0.9946787544343711	0.3013830287784292	0.0085606372533014	29.887886178270268	0.8499501527580724	3.59388961571784	256	0.7853343320490574	0.0053212455656286	6.28267465639246	0.9737618368368874	27	0.5888260001970832	5074.0	DRR017234	AMPLICON	402	3214818	PRJDB1664	SAMD00016527	1890817	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015528	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	DRS015018	DRP001941			Bali	Indonesia
346_asian	346_asian_Thailand	sample-141	240.4233760096781	0.1483229394909826	3.451275471046268	233.08823529411765	0.0663724586326059	67	15.066490237092758	16.206426638871818	47.581281776263424	0.9900521077923145	0.9964604753076016	0.1428980496082844	0.0130194382963586	26.357329781669584	0.7521361806459449	2.9860059023629826	230	0.6469562636775543	0.0035395246923984	5.075688930078399	0.933627541367394	21	0.7206677463560484	5933.0	DRR017360	AMPLICON	402	3534599	PRJDB1664	SAMD00013018	2180771	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015654	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013018	DRP001946	DRS015144	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
346_asian	346_asian_Taiwan	sample-92	89.97108620850179	0.1994315490288962	2.9983887399098186	86.63636363636364	0.0822496853346067	21	12.158101224725876	10.88740589202002	15.07462195353575	0.9953086084673674	0.997868308858361	0.236366241999776	0.0054072562515119	10.062212951614576	0.72435583505967	1.3081568245411397	85	0.6837319095535672	0.002131691141639	4.382305103840757	0.9177503146653933	9	0.6755705408643798	4222.0	DRR017311	AMPLICON	403	2375728	PRJDB1664	SAMD00015785	1375387	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015605	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015785	DRP001944	DRS015095	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
346_asian	346_asian_China	sample-174	159.44573526761803	0.0764176198588464	3.844828033266965	153.68965517241378	0.0324198565483848	28	30.84529379417691	13.005471389365155	30.30276012061289	0.9893749156958712	0.9958627403261134	0.3320472987909009	0.0085709166458359	17.78646276571732	0.8329389178292365	2.32443923686548	149	0.7823583005209952	0.0041372596738865	5.647976414843445	0.9675801434516152	17	0.6043747478525613	4109.0	DRR017393	AMPLICON	403	2358288	PRJDB1664	SAMD00016634	1385140	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015687	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016634	DRP001947	DRS015177	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
346_asian	346_asian_China	sample-177	232.9008350149188	0.0600343053173241	4.303381384035892	224.3571428571429	0.0217500419254521	55	45.97692286881476	15.574966525776649	54.86900358407294	0.9813013101477548	0.9914236706689536	0.382452010389745	0.0178865877041539	27.326428266629467	0.8686091594561085	4.056251131507083	219	0.8230110674206048	0.0085763293310463	6.398735796890268	0.9782499580745478	25	0.5379637679456755	2915.0	DRR017396	AMPLICON	399	1878101	PRJDB1664	SAMD00016647	1160285	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015690	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016647	DRP001947	DRS015180	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
346_asian	346_asian_Taiwan	sample-64	172.5096801300893	0.0965408094053809	3.949390968792696	167.1818181818182	0.0336181253839851	32	29.745858478961296	14.419248214969569	33.54253681275998	0.9877370767185234	0.996608636671942	0.3363406324833035	0.0080921484246575	19.417305766604755	0.8291143659080921	2.465956313095655	164	0.7886864094026494	0.0033913633280578	5.802801272515503	0.9663818746160148	15	0.5761292137000049	4423.0	DRR017283	AMPLICON	403	2613786	PRJDB1664	SAMD00012374	1508629	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015577	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012374	DRP001943	DRS015067	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
346_asian	346_asian_Japan	sample-222	183.9016910116257	0.1867897727272727	3.562747686013318	175.8	0.0640953211088154	49	15.601762854144804	16.213520733104293	36.04067321427141	0.990304568938989	0.9952651515151516	0.2159563972557755	0.0082951928479322	20.482628644267024	0.758500075550652	2.646467056055654	172	0.7063055595325524	0.0047348484848484	5.245212082806738	0.9359046788911846	20	0.6549947145877378	4224.0	DRR017441	AMPLICON	404	2489899	PRJDB1664	SAMD00013376	1495598	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015735	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013376	DRP001949	DRS015225	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
346_asian	346_asian_Japan	sample-248	199.9908272973783	0.0659680876399142	4.207352896903802	194.275	0.0230495801260475	39	43.38473822652995	15.515595444600576	40.94831352635806	0.984505358673243	0.995475113122172	0.3824453449714328	0.0208937376151957	22.654803289673502	0.861473526141172	2.93211273109908	190	0.8184291278329079	0.004524886877828	6.195390323347344	0.9769504198739524	19	0.5503215051202668	4199.0	DRR017467	AMPLICON	402	2524837	PRJDB1664	SAMD00013398	1467791	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015761	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013398	DRP001949	DRS015251	16S rRNA amplicon sequencing of stool sample from healthy Tokyo Children	Tokyo	Japan
346_asian	346_asian_China	sample-210	251.25879324170583	0.133442088091354	4.179845355640143	245.44262295081967	0.0357207752635262	60	27.994913117719463	16.63285473852863	61.63202557843543	0.9803578792996566	0.9931484502446982	0.3066852824999412	0.0207212834087499	30.02066749171902	0.8259189933955046	4.371194453026129	242	0.7863639562127434	0.0068515497553017	6.227108623970904	0.9642792247364738	21	0.5490151402801559	3065.0	DRR017429	AMPLICON	400	2014558	PRJDB1664	SAMD00008763	1265046	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015723	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008763	DRP001948	DRS015213	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
346_asian	346_asian_China	sample-164	224.30916997329743	0.0620202640466687	4.328834641376659	215.77083333333331	0.0197175748339774	47	50.71617622451175	15.828064801720304	49.81653320868875	0.9820128401648416	0.9920171937365674	0.4048413578293616	0.0121312805216504	25.715325543327115	0.8749111741140986	3.66216077658763	209	0.8320489525624891	0.0079828062634326	6.412900092870834	0.9802824251660224	26	0.540342258778663	3257.0	DRR017383	AMPLICON	399	2108280	PRJDB1664	SAMD00016643	1302040	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015677	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016643	DRP001947	DRS015167	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
346_asian	346_asian_China	sample-198	220.93881263698287	0.1416096294548029	3.866695900466621	215.6382978723404	0.0459775640481102	46	21.749738610632217	16.597993906561708	46.975237504205495	0.9863631667626837	0.9955156950672646	0.2431887274494039	0.0147047618505809	25.2645874311336	0.7978331669865145	3.256916534141012	212	0.7387618328009642	0.0044843049327354	5.709092678753169	0.9540224359518896	19	0.6168234911672107	4237.0	DRR017417	AMPLICON	404	2586122	PRJDB1664	SAMD00008742	1550535	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015711	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008742	DRP001948	DRS015201	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
346_asian	346_asian_Indonesia	sample-36	218.7438656240029	0.1	4.114547299785895	213.5581395348837	0.0333318155256547	42	30.00136608911454	19.777844496951506	48.517421564424765	0.983547490845484	0.9950413223140496	0.3209774487471594	0.0080872466694185	25.497170650328183	0.8312263781022023	3.4855071841237844	210	0.7893513315300797	0.0049586776859504	6.089249971119704	0.9666681844743452	18	0.5549390003935458	3630.0	DRR017255	AMPLICON	403	2272051	PRJDB1664	SAMD00009078	1353847	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015549	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009078	DRP001942	DRS015039	16S rRNA amplicon sequencing of stool sample from healthy Yogjakarta Children	Yogjakarta	Indonesia
346_asian	346_asian_Indonesia	sample-33	301.4592733708726	0.0724731182795699	4.428916781931875	293.3478260869565	0.0234411377037807	68	42.66004545669776	20.080628156319825	68.21675229396506	0.9776155583524422	0.9946236559139784	0.3222544661399764	0.0121978962149762	34.104544051362936	0.8594993204164024	4.23810162411711	289	0.801433443258714	0.0053763440860215	6.551658838110612	0.9765588622962192	25	0.5582326896603044	4650.0	DRR017252	AMPLICON	401	3026492	PRJDB1664	SAMD00009085	1862711	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015546	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009085	DRP001942	DRS015036	16S rRNA amplicon sequencing of stool sample from healthy Yogjakarta Children	Yogjakarta	Indonesia
346_asian	346_asian_China	sample-200	146.76719819267598	0.0974264705882353	3.7496591773712575	142.88571428571427	0.0420623040116782	34	23.77425639171738	14.475857225589074	33.70908351117773	0.9886893510076398	0.9944852941176472	0.3336950914101048	0.0137107024447461	18.216728986275257	0.8123230668686083	3.022662563136718	141	0.7810632096510239	0.0055147058823529	5.576440894772911	0.9579376959883218	12	0.5560140279516061	2176.0	DRR017419	AMPLICON	402	1318293	PRJDB1664	SAMD00008755	819034	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015713	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008755	DRP001948	DRS015203	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
346_asian	346_asian_Taiwan	sample-65	186.0060774191348	0.1167244510483737	3.863460254502921	180.33333333333331	0.0373111922346644	35	26.80160938601521	15.9812484647009	34.14336904797946	0.9887468479341146	0.9973584282648176	0.2811201807657684	0.0050214842480702	20.209049047111957	0.8173410075840823	2.2742828662505143	177	0.7576134766562129	0.0026415717351824	5.657558603095612	0.9626888077653356	16	0.6183236652927135	6057.0	DRR017284	AMPLICON	403	3434646	PRJDB1664	SAMD00012362	1992126	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015578	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012362	DRP001943	DRS015068	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
346_asian	346_asian_Japan	sample-270	98.64645897441656	0.2400263042525208	2.7179357903540478	94.95652173913044	0.1171712607494078	22	8.534516003362654	10.5272451538206	16.53778019455426	0.9960521361250926	0.997807978956598	0.1602346170957288	0.0056436959106789	10.919212022297186	0.6675809750856408	1.3769092201152566	93	0.6081070975952713	0.002192021043402	3.97650888533745	0.8828287392505921	10	0.7269401743245982	4562.0	DRR017489	AMPLICON	403	2431639	PRJDB1664	SAMD00003457	1421452	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015783	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00003457	DRP001950	DRS015273	16S rRNA amplicon sequencing of stool sample from healthy Fukuoka Children	Fukuoka	Japan
346_asian	346_asian_Philippines	sample-315	169.65023502954932	0.0757717492984097	4.145140800226041	166.66666666666666	0.0234974767252295	26	42.55776106062863	20.040674576958946	40.36818408934517	0.9845642640689286	0.9915809167446212	0.4454767325561065	0.0162461838866944	20.86695387710619	0.8654277330183635	3.4819459522791387	161	0.8423844378064067	0.0084190832553788	6.17545029297608	0.9765025232747704	18	0.5136860942774637	2138.0	DRR076778	AMPLICON	515	7235707	PRJDB1664	SAMD00066818	16561161	KYUSHU	public	sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX070622	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2017-03-22T00:00:00Z	SAMD00066818	DRP001941	PH.C.12	human gut	Baybay	Philippines
346_asian	346_asian_Taiwan	sample-109	133.65650627525926	0.1499743194658448	3.337356407083381	131.5	0.0696782665652635	21	14.351677349254365	12.895459438864131	25.650163156546423	0.9924645269607176	0.9971751412429378	0.226427696524221	0.0076836344538544	15.482886707026235	0.7480207304730786	2.067243983847075	129	0.699743482206149	0.0028248587570621	4.906060574248529	0.9303217334347365	11	0.6425508534298443	3894.0	DRR017328	AMPLICON	404	2179128	PRJDB1664	SAMD00015782	1286610	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015622	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00015782	DRP001944	DRS015112	16S rRNA amplicon sequencing of stool sample from healthy Taipei Children	Taipei	Taiwan
