study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA46879	SAMN00018919	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018795	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018770	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018796	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018917	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018642	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018637	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018713	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018648	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018705	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018680	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018676	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018619	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018720	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018675	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018718	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018677	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018640	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018710	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018888	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018614	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018921	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018717	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018800	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018772	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018881	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018631	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018831	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018875	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018923	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018668	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018884	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018628	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018618	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018622	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018894	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018673	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018845	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018616	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018672	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018842	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018887	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018864	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018873	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018911	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018798	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018834	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018890	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018844	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018804	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018927	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018886	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018861	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018867	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018869	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018615	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018646	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018779	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018706	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018719	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018681	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018613	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018774	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018678	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018769	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018667	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018716	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018624	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018712	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018767	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018635	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018617	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018639	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018766	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018771	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018775	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020587	SRR043494	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018802	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018836	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018770	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018805	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018832	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018829	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018796	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018830	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018840	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018919	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018917	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018862	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018801	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018868	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018874	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018795	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018870	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018920	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018799	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018909	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018889	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018773	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018916	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018924	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018720	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018619	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018676	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018640	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018677	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018675	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018680	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018642	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018710	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018713	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018648	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018718	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018705	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018637	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018668	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018831	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018616	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018884	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018881	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018921	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018772	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018628	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018845	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018614	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018875	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018888	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018631	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018673	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018618	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018672	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018622	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018923	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018800	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018717	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018894	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018887	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018911	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018873	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018842	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018927	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018861	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018890	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018798	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018844	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018886	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018869	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018804	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018867	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018834	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018864	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018639	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018613	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018678	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018769	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018719	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018771	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018767	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018615	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018774	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018681	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018635	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018667	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018775	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018617	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018646	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018766	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018779	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018706	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018716	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018624	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018712	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020587	SRR043495	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018799	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018801	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018874	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018836	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018773	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018920	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018805	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018909	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018916	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018832	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018840	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018770	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018924	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018868	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018795	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018796	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018919	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018862	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018870	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018829	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018802	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018830	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018889	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018917	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018648	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018720	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018640	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018705	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018713	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018642	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018675	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018637	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018619	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018676	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018677	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018718	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018710	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018680	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018881	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018628	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018921	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018618	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018614	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018673	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018894	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018831	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018672	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018622	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018884	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018875	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018888	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018772	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018717	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018631	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018845	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018923	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018616	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018668	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018800	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018779	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018890	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018798	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018861	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018869	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018886	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018844	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018887	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018873	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018867	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018804	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018842	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018911	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018927	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018834	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018864	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018712	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018766	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018667	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018646	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018719	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018716	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018639	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018624	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018613	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018635	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018769	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018681	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018775	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018771	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018617	SRX020587	SRR043496	646099	human metagenome		Protected file(s). Go to dbGap	
