sample-id,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_body_product,host_diet,host,host_subject_id,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,misc_param,Organism,Platform,ReleaseDate,Sample Name,source_material_id,SRA Study
sample-41,SRR15032118,AMPLICON,301,19304936,PRJNA743361,SAMN20031290,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",8292147,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343692,USA,North America,USA: California,stool,Fermented,Homo sapiens,8010,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v68,5011,37.4275 N 122.1697 W,fefifo_8010_5_163__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8010_5_163,5011,SRP326733
sample-42,SRR15032119,AMPLICON,301,8754886,PRJNA743361,SAMN20031289,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",3826677,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343691,USA,North America,USA: California,stool,Fiber,Homo sapiens,8007,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v67,7008,37.4275 N 122.1697 W,fefifo_8007_7_160__16S,SINGLE,PCR,METAGENOMIC,7,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8007_7_160,7008,SRP326733
sample-43,SRR15032120,AMPLICON,301,4580919,PRJNA743361,SAMN20031288,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2037262,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343690,USA,North America,USA: California,stool,Fiber,Homo sapiens,8017,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v66,2018,37.4275 N 122.1697 W,fefifo_8017_2_16__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8017_2_16,2018,SRP326733
sample-44,SRR15032121,AMPLICON,301,3993367,PRJNA743361,SAMN20031287,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1768193,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343689,USA,North America,USA: California,stool,Fiber,Homo sapiens,8009,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v65,6010,37.4275 N 122.1697 W,fefifo_8009_6_159__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8009_6_159,6010,SRP326733
sample-45,SRR15032122,AMPLICON,301,4142663,PRJNA743361,SAMN20031286,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1846209,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343688,USA,North America,USA: California,stool,Fiber,Homo sapiens,8002,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v64,9004,37.4275 N 122.1697 W,fefifo_8002_9_158__16S,SINGLE,PCR,METAGENOMIC,9,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8002_9_158,9004,SRP326733
sample-46,SRR15032123,AMPLICON,301,4637507,PRJNA743361,SAMN20031285,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2063823,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343687,USA,North America,USA: California,stool,Fiber,Homo sapiens,8003,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v63,9003,37.4275 N 122.1697 W,fefifo_8003_9_157__16S,SINGLE,PCR,METAGENOMIC,9,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8003_9_157,9003,SRP326733
sample-47,SRR15032124,AMPLICON,301,2647897,PRJNA743361,SAMN20031284,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1208316,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343686,USA,North America,USA: California,stool,Fiber,Homo sapiens,8002,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v62,8004,37.4275 N 122.1697 W,fefifo_8002_8_156__16S,SINGLE,PCR,METAGENOMIC,8,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8002_8_156,8004,SRP326733
sample-48,SRR15032125,AMPLICON,301,1173599,PRJNA743361,SAMN20031230,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",582697,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343685,USA,North America,USA: California,stool,Fermented,Homo sapiens,8011,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v8,2012,37.4275 N 122.1697 W,fefifo_8011_2_104__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8011_2_104,2012,SRP326733
sample-49,SRR15032126,AMPLICON,301,2983813,PRJNA743361,SAMN20031283,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1364895,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343684,USA,North America,USA: California,stool,Fermented,Homo sapiens,8004,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v61,7005,37.4275 N 122.1697 W,fefifo_8004_7_154__16S,SINGLE,PCR,METAGENOMIC,7,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8004_7_154,7005,SRP326733
sample-50,SRR15032127,AMPLICON,301,2311981,PRJNA743361,SAMN20031282,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1060197,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343683,USA,North America,USA: California,stool,Fermented,Homo sapiens,8008,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v60,7009,37.4275 N 122.1697 W,fefifo_8008_7_153__16S,SINGLE,PCR,METAGENOMIC,7,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8008_7_153,7009,SRP326733
sample-51,SRR15032128,AMPLICON,301,5815922,PRJNA743361,SAMN20031281,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2531725,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343682,USA,North America,USA: California,stool,Fermented,Homo sapiens,8010,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v59,7011,37.4275 N 122.1697 W,fefifo_8010_7_152__16S,SINGLE,PCR,METAGENOMIC,7,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8010_7_152,7011,SRP326733
sample-52,SRR15032129,AMPLICON,301,33476618,PRJNA743361,SAMN20031280,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",14142255,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343681,USA,North America,USA: California,stool,Fermented,Homo sapiens,8010,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v58,6011,37.4275 N 122.1697 W,fefifo_8010_6_151__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8010_6_151,6011,SRP326733
sample-53,SRR15032130,AMPLICON,301,4923758,PRJNA743361,SAMN20031279,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2164749,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343680,USA,North America,USA: California,stool,Fiber,Homo sapiens,8013,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v57,5014,37.4275 N 122.1697 W,fefifo_8013_5_150__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8013_5_150,5014,SRP326733
sample-54,SRR15032131,AMPLICON,301,3210767,PRJNA743361,SAMN20031278,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1437397,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343679,USA,North America,USA: California,stool,Fiber,Homo sapiens,8017,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v56,1018,37.4275 N 122.1697 W,fefifo_8017_1_15__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8017_1_15,1018,SRP326733
sample-55,SRR15032132,AMPLICON,301,1508612,PRJNA743361,SAMN20031277,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",726975,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343678,USA,North America,USA: California,stool,Fermented,Homo sapiens,8016,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v55,5017,37.4275 N 122.1697 W,fefifo_8016_5_149__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8016_5_149,5017,SRP326733
sample-56,SRR15032133,AMPLICON,301,2332750,PRJNA743361,SAMN20031276,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1073125,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343677,USA,North America,USA: California,stool,Fermented,Homo sapiens,8011,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v54,5012,37.4275 N 122.1697 W,fefifo_8011_5_148__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8011_5_148,5012,SRP326733
sample-57,SRR15032134,AMPLICON,301,4049353,PRJNA743361,SAMN20031275,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1834519,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343676,USA,North America,USA: California,stool,Fermented,Homo sapiens,8021,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v53,5022,37.4275 N 122.1697 W,fefifo_8021_5_147__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8021_5_147,5022,SRP326733
sample-58,SRR15032135,AMPLICON,301,2681007,PRJNA743361,SAMN20031274,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1222826,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343675,USA,North America,USA: California,stool,Fermented,Homo sapiens,8016,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v52,6017,37.4275 N 122.1697 W,fefifo_8016_6_146__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8016_6_146,6017,SRP326733
sample-59,SRR15032136,AMPLICON,301,894572,PRJNA743361,SAMN20031229,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",451266,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343674,USA,North America,USA: California,stool,Fiber,Homo sapiens,8023,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v7,4023,37.4275 N 122.1697 W,fefifo_8023_4_103__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8023_4_103,4023,SRP326733
sample-60,SRR15032137,AMPLICON,301,3429594,PRJNA743361,SAMN20031273,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1496027,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343673,USA,North America,USA: California,stool,Fermented,Homo sapiens,8014,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v51,7015,37.4275 N 122.1697 W,fefifo_8014_7_145__16S,SINGLE,PCR,METAGENOMIC,7,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8014_7_145,7015,SRP326733
sample-61,SRR15032138,AMPLICON,301,5131448,PRJNA743361,SAMN20031272,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2326056,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343672,USA,North America,USA: California,stool,Fiber,Homo sapiens,8017,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v50,5018,37.4275 N 122.1697 W,fefifo_8017_5_144__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8017_5_144,5018,SRP326733
sample-62,SRR15032140,AMPLICON,301,5615456,PRJNA743361,SAMN20031270,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2517452,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343670,USA,North America,USA: California,stool,Fermented,Homo sapiens,8020,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v48,6021,37.4275 N 122.1697 W,fefifo_8020_6_142__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8020_6_142,6021,SRP326733
sample-63,SRR15032141,AMPLICON,301,3322739,PRJNA743361,SAMN20031269,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1482148,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343669,USA,North America,USA: California,stool,Fiber,Homo sapiens,8013,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v47,6014,37.4275 N 122.1697 W,fefifo_8013_6_141__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8013_6_141,6014,SRP326733
sample-64,SRR15032142,AMPLICON,301,11126465,PRJNA743361,SAMN20031268,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",4835812,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343668,USA,North America,USA: California,stool,Fermented,Homo sapiens,8011,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v46,6012,37.4275 N 122.1697 W,fefifo_8011_6_140__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8011_6_140,6012,SRP326733
sample-65,SRR15032150,AMPLICON,301,12001472,PRJNA743361,SAMN20031267,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",5207779,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343660,USA,North America,USA: California,stool,Fermented,Homo sapiens,8033,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v45,2034,37.4275 N 122.1697 W,fefifo_8033_2_14__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8033_2_14,2034,SRP326733
sample-66,SRR15032161,AMPLICON,301,30965074,PRJNA743361,SAMN20031266,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",13209361,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343649,USA,North America,USA: California,stool,Fiber,Homo sapiens,8013,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v44,7014,37.4275 N 122.1697 W,fefifo_8013_7_139__16S,SINGLE,PCR,METAGENOMIC,7,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8013_7_139,7014,SRP326733
sample-67,SRR15032172,AMPLICON,301,13322561,PRJNA743361,SAMN20031265,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",5731976,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343638,USA,North America,USA: California,stool,Fiber,Homo sapiens,8023,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v43,5023,37.4275 N 122.1697 W,fefifo_8023_5_138__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8023_5_138,5023,SRP326733
sample-68,SRR15032183,AMPLICON,301,11215561,PRJNA743361,SAMN20031264,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",4852173,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343627,USA,North America,USA: California,stool,Fermented,Homo sapiens,8020,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v42,5021,37.4275 N 122.1697 W,fefifo_8020_5_137__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8020_5_137,5021,SRP326733
sample-69,SRR15032184,AMPLICON,301,1348480,PRJNA743361,SAMN20031228,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",653784,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343626,USA,North America,USA: California,stool,Fiber,Homo sapiens,8003,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v6,6003,37.4275 N 122.1697 W,fefifo_8003_6_102__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8003_6_102,6003,SRP326733
sample-70,SRR15032195,AMPLICON,301,1609146,PRJNA743361,SAMN20031263,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",786123,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11344052,USA,North America,USA: California,stool,Fermented,Homo sapiens,8031,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v41,1032,37.4275 N 122.1697 W,fefifo_8031_1_134__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8031_1_134,1032,SRP326733
sample-71,SRR15032206,AMPLICON,301,1147111,PRJNA743361,SAMN20031262,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",573511,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11344041,USA,North America,USA: California,stool,Fermented,Homo sapiens,8021,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v40,4022,37.4275 N 122.1697 W,fefifo_8021_4_133__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8021_4_133,4022,SRP326733
sample-72,SRR15032217,AMPLICON,301,1280755,PRJNA743361,SAMN20031261,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",623113,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11344030,USA,North America,USA: California,stool,Fiber,Homo sapiens,8001,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v39,8002,37.4275 N 122.1697 W,fefifo_8001_8_132__16S,SINGLE,PCR,METAGENOMIC,8,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8001_8_132,8002,SRP326733
sample-73,SRR15032228,AMPLICON,301,1442994,PRJNA743361,SAMN20031260,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",709769,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11344019,USA,North America,USA: California,stool,Fermented,Homo sapiens,8024,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v38,2025,37.4275 N 122.1697 W,fefifo_8024_2_131__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8024_2_131,2025,SRP326733
sample-74,SRR15032239,AMPLICON,301,1018584,PRJNA743361,SAMN20031259,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",511363,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11344008,USA,North America,USA: California,stool,Fermented,Homo sapiens,8021,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v37,3022,37.4275 N 122.1697 W,fefifo_8021_3_130__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8021_3_130,3022,SRP326733
sample-75,SRR15032250,AMPLICON,301,1303932,PRJNA743361,SAMN20031258,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",638248,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343997,USA,North America,USA: California,stool,Fermented,Homo sapiens,8004,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v36,6005,37.4275 N 122.1697 W,fefifo_8004_6_13__16S,SINGLE,PCR,METAGENOMIC,6,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8004_6_13,6005,SRP326733
sample-76,SRR15032261,AMPLICON,301,1206408,PRJNA743361,SAMN20031257,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",592114,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343986,USA,North America,USA: California,stool,Fermented,Homo sapiens,8025,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v35,3026,37.4275 N 122.1697 W,fefifo_8025_3_129__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8025_3_129,3026,SRP326733
sample-77,SRR15032272,AMPLICON,301,1638945,PRJNA743361,SAMN20031256,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",776509,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343975,USA,North America,USA: California,stool,Fermented,Homo sapiens,8010,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v34,4011,37.4275 N 122.1697 W,fefifo_8010_4_128__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8010_4_128,4011,SRP326733
sample-78,SRR15032282,AMPLICON,301,1072463,PRJNA743361,SAMN20031534,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",548300,SONNENBURGLAB,2017,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343965,USA,North America,USA: California,stool,Fermented,Homo sapiens,8024,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v312,1025,37.4275 N 122.1697 W,fefifo_8024_1_99__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8024_1_99,1025,SRP326733
sample-79,SRR15032283,AMPLICON,301,1485134,PRJNA743361,SAMN20031255,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",713309,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343964,USA,North America,USA: California,stool,Fermented,Homo sapiens,8016,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v33,3017,37.4275 N 122.1697 W,fefifo_8016_3_127__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8016_3_127,3017,SRP326733
sample-80,SRR15032284,AMPLICON,301,1391523,PRJNA743361,SAMN20031533,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",674921,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343963,USA,North America,USA: California,stool,Fiber,Homo sapiens,8029,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v311,2030,37.4275 N 122.1697 W,fefifo_8029_2_98__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8029_2_98,2030,SRP326733
sample-81,SRR15032285,AMPLICON,301,2922710,PRJNA743361,SAMN20031532,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1350979,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343962,USA,North America,USA: California,stool,Fiber,Homo sapiens,8029,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v310,1030,37.4275 N 122.1697 W,fefifo_8029_1_97__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8029_1_97,1030,SRP326733
