folder	dataset	sample-id	ace	berger_parker_d	brillouin_d	chao1	dominance	doubles	enspie	faith_pd	fisher_alpha	gini_index	goods_coverage	heip_e	lladser_pe	margalef	mcintosh_d	menhinick	observed_features	pielou_evenness	robbins	shannon_entropy	simpson	singles	strong	sample-frequency	Run	Alias	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	ena_checklist	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	environment_(biome)	environment_(feature)	environment_(material)	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geographic_location_(country_and/or_sea)	geographic_location_(latitude)	geographic_location_(longitude)	human_gut_environmental_package	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Investigation_type	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	project_name	ReleaseDate	Sample Name	sample_name	Sequencing_method	SRA_accession	SRA Study	title	host_subject_id	INSDC_center_alias	run_accession	numID	group
248_citizen	248_citizen_before	sample-200	55.34273415169466	0.2418851011815836	2.3359012696676027	54.375	0.1470889249555772	7	6.798608394901335	4.523406933913861	7.895956102690867	0.997408880929188	0.999592557381502	0.1794166812750277	0.0026652846674024	5.952232054750016	0.6237473715901272	0.6293125020051277	54	0.5896839919083553	0.0004074426184978	3.3935650352592583	0.8529110750444228	3	0.7246819684005614	7363.0	ERR1700362	OMG204	AMPLICON	252	2124482	PRJEB16344	SAMEA4518935	1006328	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770650	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:31Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518935	ERS1418114	16S sequencing	ERS1418114	ERP018192	Healthy human gut 16S metagenome	subject3447		ERR1700362	8234.5437	before
248_citizen	248_citizen_after	sample-270	175.68910739994703	0.0782312925170068	4.0952404636105175	173.5	0.0257911512635624	21	38.77298806016437	6.95685388227211	38.06599646851557	0.9850898577726692	0.9913076341647772	0.411419982810852	0.0155266676617708	20.429386767962143	0.856045628198794	3.1493439550069438	162	0.8271583408711982	0.0086923658352229	6.071218150629505	0.9742088487364376	23	0.5197782816830435	2646.0	ERR1700432	OMG276	AMPLICON	260	1018457	PRJEB16344	SAMEA4519007	546194	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770720	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:32Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519007	ERS1418186	16S sequencing	ERS1418186	ERP018192	Healthy human gut 16S metagenome	subject205		ERR1700432	2949.2322	after
248_citizen	248_citizen_after	sample-412	87.3115338882283	0.1431530008453085	3.062621194250366	87.0	0.0784631015320592	4	12.744844142968406	6.638748945965418	10.319180595520232	0.995023251819327	0.9999788672865596	0.2384091085456756	0.000317992028341	7.989084073661371	0.7232119707340389	0.3999418808157394	87	0.6870273424226929	2.113271344040575e-05	4.426478347332527	0.9215368984679408	1	0.6596272869482419	47320.0	ERR1700574	OMG419	AMPLICON	252	15280239	PRJEB16344	SAMEA4519150	7131110	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770862	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:31Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519150	ERS1418329	16S sequencing	ERS1418329	ERP018192	Healthy human gut 16S metagenome	subject3384		ERR1700574	6625.1041	after
248_citizen	248_citizen_after	sample-315	106.18054594386774	0.1992950023499921	3.2058391874658514	104.66666666666669	0.0773393081639751	8	12.93003549863409	7.229563631937166	12.13848992820408	0.994080061330773	0.9999373335422216	0.2310418915625747	0.0002580001898848	9.30949018669292	0.7247692572596403	0.4116431729459313	104	0.6913146296442924	6.266645777847408e-05	4.632112002200615	0.9226606918360248	4	0.6424173586088046	63830.0	ERR1700477	OMG322	AMPLICON	252	20556775	PRJEB16344	SAMEA4519053	9984844	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770765	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519053	ERS1418232	16S sequencing	ERS1418232	ERP018192	Healthy human gut 16S metagenome	subject3242		ERR1700477	9288.3358	after
248_citizen	248_citizen_before	sample-109	147.9556912466088	0.1490010159160176	3.8965136071488007	149.625	0.0410820428730549	7	24.34153537812217	8.308006493258564	26.637551446572715	0.987722898948986	0.998306806637318	0.3564102633728355	0.004541260557344	16.46758913272756	0.8078245801930174	1.873767796942149	144	0.7949197018914254	0.001693193362682	5.6995146447304	0.958917957126945	10	0.5381838619859276	5906.0	ERR1700271	OMG113	AMPLICON	252	2171291	PRJEB16344	SAMEA4518844	1107825	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770559	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518844	ERS1418023	16S sequencing	ERS1418023	ERP018192	Healthy human gut 16S metagenome	subject3325		ERR1700271	4827.3565	before
248_citizen	248_citizen_before	sample-137	182.94705709874825	0.2297809257124032	3.175939315119816	178.03703703703704	0.0867624090242802	26	11.52572884093332	4.671980515930307	26.110986833791117	0.9937308206651986	0.9989018832701916	0.1378157576317497	0.0016456261226245	17.32944858073532	0.7107116706270192	1.2670838823125878	171	0.6215416017664389	0.0010981167298083	4.6105039337693885	0.9132375909757198	20	0.7374557020674455	18213.0	ERR1700299	OMG141	AMPLICON	291	7026145	PRJEB16344	SAMEA4518872	3646620	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770587	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518872	ERS1418051	16S sequencing	ERS1418051	ERP018192	Healthy human gut 16S metagenome	subject3362		ERR1700299	1391.3221	before
248_citizen	248_citizen_before	sample-118	149.24303274300536	0.2495821354549709	2.8476366891025835	146.3913043478261	0.1232951724430117	22	8.110617635594858	5.048260668662268	22.088004558575417	0.9948424209034794	0.9992645584007488	0.1161140606513558	0.0023158092130074	14.875790225610828	0.6542151943983244	1.177443957441581	144	0.5771129867011532	0.0007354415992511	4.137856832005643	0.8767048275569883	11	0.7348069094366815	14957.0	ERR1700280	OMG122	AMPLICON	294	5851044	PRJEB16344	SAMEA4518853	3101293	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770568	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518853	ERS1418032	16S sequencing	ERS1418032	ERP018192	Healthy human gut 16S metagenome	subject3340		ERR1700280	1392.3321	before
248_citizen	248_citizen_before	sample-106	149.98909663527976	0.1175291545189504	3.706508157006653	148.42857142857142	0.0443207570972648	13	22.562791465981363	8.659971854032646	19.97829758033296	0.990515256351022	0.9998785228377064	0.2736085459940713	0.0006452036665952	14.131790876300007	0.7938498185166476	0.8156034212282002	148	0.7442018550726407	0.0001214771622934	5.365288568760757	0.9556792429027352	4	0.6154451645523074	32928.0	ERR1700268	OMG110	AMPLICON	252	11642922	PRJEB16344	SAMEA4518841	5433266	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770556	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518841	ERS1418020	16S sequencing	ERS1418020	ERP018192	Healthy human gut 16S metagenome	subject3322		ERR1700268	6587.3052	before
248_citizen	248_citizen_after	sample-449	89.0692176665921	0.1840596726293252	2.9108221853869667	87.875	0.0888704776647666	7	11.252330653292496	6.34844066933506	12.13846965043128	0.995654438734916	0.999585606740797	0.2075040619446945	0.0013638222272203	8.872230340230681	0.7077704557774083	0.7147088620626428	86	0.6567054633752281	0.0004143932592029	4.220163173508538	0.9111295223352334	6	0.6854723039140889	14479.0	ERR1700611	OMG456	AMPLICON	252	4445496	PRJEB16344	SAMEA4519187	2254896	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770899	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:32Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519187	ERS1418366	16S sequencing	ERS1418366	ERP018192	Healthy human gut 16S metagenome	subject3440		ERR1700611	1282.3023	after
248_citizen	248_citizen_before	sample-86	94.436955538663	0.3839236557166453	2.2939018306917487	93.27272727272728	0.2150908938861195	10	4.649197285541306	6.112898157362126	15.31321200374818	0.9965347062906188	0.998348320792806	0.1038109779188498	0.0045240029542708	10.345003081007848	0.543584992047853	1.2192256913609485	90	0.5169599203322471	0.0016516792071939	3.3560278594872406	0.7849091061138804	9	0.7425399155808405	5449.0	ERR1700248	OMG89	AMPLICON	252	1830656	PRJEB16344	SAMEA4518820	872238	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770536	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518820	ERS1417999	16S sequencing	ERS1417999	ERP018192	Healthy human gut 16S metagenome	subject3287		ERR1700248	3745.3235	before
248_citizen	248_citizen_before	sample-20	86.50268453019414	0.1453077699293642	3.4197523385161985	85.75	0.051430075523302	7	19.443875783284007	5.167737940713181	15.281726176319498	0.9929302986959944	0.9989909182643796	0.3694826683715468	0.0038921596367535	10.138794183568438	0.7856972478129519	1.3500569932283164	85	0.7803622331640732	0.0010090817356205	5.0016466241459865	0.948569924476698	4	0.5621564670267705	3964.0	ERR1700182	OMG21	AMPLICON	252	1496431	PRJEB16344	SAMEA4518752	773498	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770470	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:32Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518752	ERS1417931	16S sequencing	ERS1417931	ERP018192	Healthy human gut 16S metagenome	subject1264		ERR1700182	1325.0541	before
248_citizen	248_citizen_before	sample-48	68.38025156405985	0.2830889944249432	2.8369594613477456	68.0	0.1204743247276904	10	8.30052380256384	5.091434932578709	11.199432177745924	0.9954499500779472	0.999793516415445	0.2479478215644434	0.0032182594620742	7.89601802927072	0.6624246197888999	0.9771284946118648	68	0.6798445001917889	0.000206483584555	4.1385281327459245	0.8795256752723095	1	0.6179416015838506	4843.0	ERR1700210	OMG50	AMPLICON	252	1645178	PRJEB16344	SAMEA4518781	819535	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770498	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:32Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518781	ERS1417960	16S sequencing	ERS1417960	ERP018192	Healthy human gut 16S metagenome	subject2912		ERR1700210	8522.1862	before
248_citizen	248_citizen_before	sample-535	90.19570142195307	0.3682487725040916	2.775683855599023	89.11111111111111	0.1610201910688121	8	6.210401275531025	5.518927705800754	15.241755615471366	0.9948829484483348	0.9989770867430442	0.1802181549724472	0.0049441533743621	10.241874822426167	0.6074147864815318	1.2586850489193708	88	0.6285319442264735	0.0010229132569558	4.059959113860058	0.838979808931188	5	0.632643951792888	4888.0	ERR1918463	ctlOMG24	AMPLICON	252	1813612	PRJEB16344	SAMEA103967337	903524	KNOMICS LLC	2016	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2017-04-07	2018-11-16	human microbiome	intestine environment	feces	ERX1976190	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2017-04-07T17:02:05Z	2017-04-07T16:19:22Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	unspecified	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-04-08T00:00:00Z	SAMEA103967337	ERS1656505	16S sequencing	ERS1656505	ERP018192	Control samples from an uncontrolled diet study		Knomics LLC	ERR1918463	4367.2236	before
248_citizen	248_citizen_after	sample-371	108.75995393838116	0.2971966556593831	2.4411875594330765	107.83333333333331	0.1574225465247166	11	6.352330222551644	6.157284353354443	12.729083316094584	0.9970504205798248	0.9999121759291788	0.099429835034342	0.0003479465138843	9.680707567555164	0.6057737192822175	0.4484412529715381	107	0.5234048659976627	8.782407082133071e-05	3.528516624644958	0.8425774534752833	5	0.7877837209958954	56932.0	ERR1700533	OMG378	AMPLICON	252	17858744	PRJEB16344	SAMEA4519109	8784680	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770821	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519109	ERS1418288	16S sequencing	ERS1418288	ERP018192	Healthy human gut 16S metagenome	subject3334		ERR1700533	4131.2353	after
248_citizen	248_citizen_before	sample-194	155.0465556978233	0.1368729149619185	3.221280307318208	151.73076923076923	0.0678762611259893	25	14.732691273961578	5.840301862473025	20.40459454596856	0.9941237912414072	0.9996852772707244	0.1633526975227706	0.0010606853405303	14.373355061249535	0.7436411083639232	0.841502311862477	150	0.6451011304414759	0.0003147227292755	4.6633191089953625	0.9321237388740108	10	0.7292859990348504	31774.0	ERR1700356	OMG198	AMPLICON	286	11482234	PRJEB16344	SAMEA4518929	5945575	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770644	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:31Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518929	ERS1418108	16S sequencing	ERS1418108	ERP018192	Healthy human gut 16S metagenome	subject3439		ERR1700356	6969.0071	before
248_citizen	248_citizen_after	sample-347	247.6072133429664	0.1184072651065316	3.752202574017127	239.3571428571429	0.0431393302653765	41	23.18070294203424	6.711782502335826	40.55375341092711	0.9893232608657496	0.997380370241006	0.1900127546401299	0.0055950862947458	24.395672993438463	0.7997734421315749	2.139906572660028	229	0.6977724758153517	0.002619629758994	5.469980635641489	0.9568606697346236	30	0.6952207581444938	11452.0	ERR1700509	OMG354	AMPLICON	290	4643064	PRJEB16344	SAMEA4519085	2456805	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770797	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519085	ERS1418264	16S sequencing	ERS1418264	ERP018192	Healthy human gut 16S metagenome	subject3292		ERR1700509	8145.6084	after
248_citizen	248_citizen_before	sample-221	164.09603535353537	0.1141598592605725	3.630469813856562	163.16666666666666	0.0477188469283846	17	20.956080550327982	8.371701599137124	19.841295614911168	0.9913205445224048	0.999959087375728	0.2282343315468613	0.0003832109208276	14.46082006345768	0.7844504609053126	0.6019433844599575	163	0.7139927486312122	4.091262427209623e-05	5.246938613783022	0.9522811530716152	3	0.6548389301775449	73327.0	ERR1700383	OMG225	AMPLICON	252	24170993	PRJEB16344	SAMEA4518956	12063081	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770671	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:31Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518956	ERS1418135	16S sequencing	ERS1418135	ERP018192	Healthy human gut 16S metagenome	subject3470		ERR1700383	3646.3241	before
248_citizen	248_citizen_before	sample-27	101.21961606375643	0.422741693104024	2.6908120512757705	99.46153846153848	0.1941474759717689	12	5.150723670213516	6.623419202312043	12.755079126941771	0.9953240982294156	0.9998664217732508	0.14156245360355	0.0011072993504307	9.507992765601742	0.5626296328691689	0.5721014333943195	99	0.5874831724526453	0.000133578226749	3.894635458484315	0.805852524028231	4	0.6671733194358007	29945.0	ERR1700189	OMG29	AMPLICON	252	9330822	PRJEB16344	SAMEA4518760	4195850	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770477	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:32Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518760	ERS1417939	16S sequencing	ERS1417939	ERP018192	Healthy human gut 16S metagenome	subject1823		ERR1700189	5460.0629	before
248_citizen	248_citizen_after	sample-345	111.0	0.2610766629086809	3.1618489366641023	111.0	0.0975674372020249	5	10.2493211739218	7.626809641533439	14.185474540630688	0.9937886316678048	1.0	0.2075431678974598	0.0003568963493012	10.499464853496823	0.6913122713580366	0.5892928519751037	111	0.6733017095707582	0.0	4.57469181834821	0.902432562797975	0	0.6494522989731557	35480.0	ERR1700507	OMG352	AMPLICON	252	11477442	PRJEB16344	SAMEA4519083	5388704	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770795	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519083	ERS1418262	16S sequencing	ERS1418262	ERP018192	Healthy human gut 16S metagenome	subject3289		ERR1700507	9112.8931	after
248_citizen	248_citizen_before	sample-30	161.361023890785	0.1726131154076141	3.488946194464221	157.78947368421052	0.0601374501500558	18	16.628573334998155	5.224420712851615	23.701729149239885	0.992016762004216	0.999069829247226	0.2139274790811254	0.001786040983414	15.801730344798845	0.7609734033096812	1.2471214613685466	153	0.6981603065385001	0.0009301707527739	5.066820120923086	0.939862549849944	14	0.6644454605973676	15051.0	ERR1700192	OMG32	AMPLICON	286	5861999	PRJEB16344	SAMEA4518763	3062915	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770480	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:32Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518763	ERS1417942	16S sequencing	ERS1417942	ERP018192	Healthy human gut 16S metagenome	subject2085		ERR1700192	2811.9485	before
248_citizen	248_citizen_after	sample-388	92.1964577577432	0.1976441305857837	3.050738327113331	91.5	0.0836610694084694	5	11.952990884177783	7.487442516693449	11.34400278559287	0.995022858815126	0.9999131743459134	0.225418523197025	0.0005099188933045	8.612258291723151	0.7146021594661399	0.4895587269814473	91	0.6779479366716409	8.682565408659411e-05	4.41194594860547	0.9163389305915306	3	0.655337774057385	34552.0	ERR1700550	OMG395	AMPLICON	252	11414427	PRJEB16344	SAMEA4519126	5553972	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770838	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:31Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4519126	ERS1418305	16S sequencing	ERS1418305	ERP018192	Healthy human gut 16S metagenome	subject3357		ERR1700550	5208.6613	after
248_citizen	248_citizen_before	sample-138	171.7168155408063	0.0889330243848615	3.85051414900841	170.6875	0.0327683656263767	15	30.51723761270089	6.348292059289626	28.645212682840206	0.9893108507945456	0.9984552576409578	0.2920862287903474	0.0037564351190677	17.998332030809852	0.8276737250286199	1.7331971020739496	165	0.7618219209944778	0.0015447423590422	5.611825739921042	0.9672316343736233	14	0.6430902871816476	9063.0	ERR1700300	OMG142	AMPLICON	271	3191830	PRJEB16344	SAMEA4518873	1685928	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770588	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518873	ERS1418052	16S sequencing	ERS1418052	ERP018192	Healthy human gut 16S metagenome	subject3363		ERR1700300	8769.3244	before
248_citizen	248_citizen_before	sample-183	257.7386399608622	0.1125226860254083	3.737608723096436	257.77777777777777	0.0496421587440781	26	20.14416828960505	6.167069495764354	39.45899569163392	0.9888688456332232	0.9978722072720444	0.1793405216979358	0.0026169286072119	24.382606977777268	0.7833921232736261	1.874880307838729	237	0.6892234244281764	0.0021277927279554	5.437106636440317	0.9503578412559218	34	0.686006660112706	15979.0	ERR1700345	OMG187	AMPLICON	274	6324335	PRJEB16344	SAMEA4518918	3363097	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770633	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:31Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518918	ERS1418097	16S sequencing	ERS1418097	ERP018192	Healthy human gut 16S metagenome	subject3428		ERR1700345	6883.3747	before
248_citizen	248_citizen_before	sample-144	260.3851317459207	0.0615072423203414	4.342247894221432	257.037037037037	0.021578030403469	26	46.34343270918885	7.253608216080341	43.04257362747074	0.9824468149435178	0.9986005178084107	0.3170953748764331	0.002730527057758	26.02591968014862	0.8603018469703765	2.091263218419904	250	0.7935374184395358	0.0013994821915891	6.321147897096977	0.9784219695965308	20	0.5920495416695822	14291.0	ERR1700306	OMG148	AMPLICON	290	6075441	PRJEB16344	SAMEA4518879	3258915	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770594	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518879	ERS1418058	16S sequencing	ERS1418058	ERP018192	Healthy human gut 16S metagenome	subject3372		ERR1700306	2768.3747	before
