Run	Alias	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	ena_checklist	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	environment_(biome)	environment_(feature)	environment_(material)	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geographic_location_(country_and/or_sea)	geographic_location_(latitude)	geographic_location_(longitude)	human_gut_environmental_package	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Investigation_type	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	project_name	ReleaseDate	Sample Name	sample_name	Sequencing_method	SRA_accession	SRA Study	title	host_subject_id	INSDC_center_alias	run_accession	numID	group
ERR1918463	ctlOMG24	AMPLICON	252	1813612	PRJEB16344	SAMEA103967337	903524	KNOMICS LLC	2016	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2017-04-07	2018-11-16	human microbiome	intestine environment	feces	ERX1976190	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2017-04-07T17:02:05Z	2017-04-07T16:19:22Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	unspecified	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-04-08T00:00:00Z	SAMEA103967337	ERS1656505	16S sequencing	ERS1656505	ERP018192	Control samples from an uncontrolled diet study		Knomics LLC	ERR1918463	4367.2236	before
ERR1700263	OMG105	AMPLICON	252	10222835	PRJEB16344	SAMEA4518836	4656144	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770551	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518836	ERS1418015	16S sequencing	ERS1418015	ERP018192	Healthy human gut 16S metagenome	subject3312		ERR1700263	7175.3248	before
ERR1700264	OMG106	AMPLICON	252	857757	PRJEB16344	SAMEA4518837	449140	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770552	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518837	ERS1418016	16S sequencing	ERS1418016	ERP018192	Healthy human gut 16S metagenome	subject3315		ERR1700264	4936.8654	before
ERR1700265	OMG107	AMPLICON	283	7957227	PRJEB16344	SAMEA4518838	4135750	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770553	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518838	ERS1418017	16S sequencing	ERS1418017	ERP018192	Healthy human gut 16S metagenome	subject3316		ERR1700265	4276.6384	before
ERR1700266	OMG108	AMPLICON	252	10153901	PRJEB16344	SAMEA4518839	4741218	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770554	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518839	ERS1418018	16S sequencing	ERS1418018	ERP018192	Healthy human gut 16S metagenome	subject3317		ERR1700266	8223.8355	before
ERR1700267	OMG109	AMPLICON	252	2435954	PRJEB16344	SAMEA4518840	1233401	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770555	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518840	ERS1418019	16S sequencing	ERS1418019	ERP018192	Healthy human gut 16S metagenome	subject3320		ERR1700267	9199.5316	before
ERR1700268	OMG110	AMPLICON	252	11642922	PRJEB16344	SAMEA4518841	5433266	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770556	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518841	ERS1418020	16S sequencing	ERS1418020	ERP018192	Healthy human gut 16S metagenome	subject3322		ERR1700268	6587.3052	before
ERR1700269	OMG111	AMPLICON	252	2021127	PRJEB16344	SAMEA4518842	1074853	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770557	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518842	ERS1418021	16S sequencing	ERS1418021	ERP018192	Healthy human gut 16S metagenome	subject3323		ERR1700269	5048.5456	before
ERR1700270	OMG112	AMPLICON	252	12273605	PRJEB16344	SAMEA4518843	5512351	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770558	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518843	ERS1418022	16S sequencing	ERS1418022	ERP018192	Healthy human gut 16S metagenome	subject3324		ERR1700270	7677.8603	before
ERR1700271	OMG113	AMPLICON	252	2171291	PRJEB16344	SAMEA4518844	1107825	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770559	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518844	ERS1418023	16S sequencing	ERS1418023	ERP018192	Healthy human gut 16S metagenome	subject3325		ERR1700271	4827.3565	before
ERR1700273	OMG115	AMPLICON	252	9133435	PRJEB16344	SAMEA4518846	4197363	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770561	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518846	ERS1418025	16S sequencing	ERS1418025	ERP018192	Healthy human gut 16S metagenome	subject3328		ERR1700273	2638.8881	before
ERR1700274	OMG116	AMPLICON	283	7226229	PRJEB16344	SAMEA4518847	3697224	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770562	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518847	ERS1418026	16S sequencing	ERS1418026	ERP018192	Healthy human gut 16S metagenome	subject3329		ERR1700274	3649.6596	before
ERR1700276	OMG118	AMPLICON	252	29433874	PRJEB16344	SAMEA4518849	14626930	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770564	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518849	ERS1418028	16S sequencing	ERS1418028	ERP018192	Healthy human gut 16S metagenome	subject3333		ERR1700276	1855.8186	before
ERR1700277	OMG119	AMPLICON	252	1669891	PRJEB16344	SAMEA4518850	612314	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770565	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518850	ERS1418029	16S sequencing	ERS1418029	ERP018192	Healthy human gut 16S metagenome	subject3334		ERR1700277	8086.7873	before
ERR1700278	OMG120	AMPLICON	252	5529894	PRJEB16344	SAMEA4518851	2562073	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770566	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518851	ERS1418030	16S sequencing	ERS1418030	ERP018192	Healthy human gut 16S metagenome	subject3335		ERR1700278	2200.6134	before
ERR1700280	OMG122	AMPLICON	294	5851044	PRJEB16344	SAMEA4518853	3101293	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770568	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518853	ERS1418032	16S sequencing	ERS1418032	ERP018192	Healthy human gut 16S metagenome	subject3340		ERR1700280	1392.3321	before
ERR1700281	OMG123	AMPLICON	252	3275102	PRJEB16344	SAMEA4518854	2036961	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770569	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518854	ERS1418033	16S sequencing	ERS1418033	ERP018192	Healthy human gut 16S metagenome	subject3341		ERR1700281	5472.9593	before
ERR1700282	OMG124	AMPLICON	289	6479301	PRJEB16344	SAMEA4518855	3444464	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770570	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518855	ERS1418034	16S sequencing	ERS1418034	ERP018192	Healthy human gut 16S metagenome	subject3342		ERR1700282	3263.9393	before
ERR1700283	OMG125	AMPLICON	293	10499889	PRJEB16344	SAMEA4518856	5550924	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770571	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518856	ERS1418035	16S sequencing	ERS1418035	ERP018192	Healthy human gut 16S metagenome	subject3343		ERR1700283	1878.5586	before
ERR1700284	OMG126	AMPLICON	252	30956592	PRJEB16344	SAMEA4518857	15297392	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770572	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518857	ERS1418036	16S sequencing	ERS1418036	ERP018192	Healthy human gut 16S metagenome	subject3344		ERR1700284	1404.6232	before
ERR1700285	OMG127	AMPLICON	252	15518078	PRJEB16344	SAMEA4518858	7185199	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770573	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:33Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518858	ERS1418037	16S sequencing	ERS1418037	ERP018192	Healthy human gut 16S metagenome	subject3345		ERR1700285	9117.9107	before
ERR1700286	OMG128	AMPLICON	252	13788881	PRJEB16344	SAMEA4518859	6391787	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770574	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518859	ERS1418038	16S sequencing	ERS1418038	ERP018192	Healthy human gut 16S metagenome	subject3346		ERR1700286	7512.8386	before
ERR1700287	OMG129	AMPLICON	280	6956820	PRJEB16344	SAMEA4518860	3603562	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770575	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518860	ERS1418039	16S sequencing	ERS1418039	ERP018192	Healthy human gut 16S metagenome	subject3347		ERR1700287	2117.9944	before
ERR1700288	OMG130	AMPLICON	252	8924739	PRJEB16344	SAMEA4518861	4140530	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770576	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518861	ERS1418040	16S sequencing	ERS1418040	ERP018192	Healthy human gut 16S metagenome	subject3350		ERR1700288	1392.1313	before
ERR1700289	OMG131	AMPLICON	252	10107466	PRJEB16344	SAMEA4518862	4598271	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770577	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518862	ERS1418041	16S sequencing	ERS1418041	ERP018192	Healthy human gut 16S metagenome	subject3351		ERR1700289	1246.6751	before
ERR1700290	OMG132	AMPLICON	252	1280436	PRJEB16344	SAMEA4518863	670487	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770578	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518863	ERS1418042	16S sequencing	ERS1418042	ERP018192	Healthy human gut 16S metagenome	subject3352		ERR1700290	3961.1723	before
ERR1700291	OMG133	AMPLICON	252	6528026	PRJEB16344	SAMEA4518864	3065125	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770579	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518864	ERS1418043	16S sequencing	ERS1418043	ERP018192	Healthy human gut 16S metagenome	subject3353		ERR1700291	6967.5176	before
ERR1700292	OMG134	AMPLICON	253	21873776	PRJEB16344	SAMEA4518865	10564835	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770580	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518865	ERS1418044	16S sequencing	ERS1418044	ERP018192	Healthy human gut 16S metagenome	subject3354		ERR1700292	3080.7864	before
ERR1700293	OMG135	AMPLICON	279	6695081	PRJEB16344	SAMEA4518866	3413180	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770581	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518866	ERS1418045	16S sequencing	ERS1418045	ERP018192	Healthy human gut 16S metagenome	subject3356		ERR1700293	7692.2944	before
ERR1700294	OMG136	AMPLICON	252	17493594	PRJEB16344	SAMEA4518867	8039348	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770582	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518867	ERS1418046	16S sequencing	ERS1418046	ERP018192	Healthy human gut 16S metagenome	subject3357		ERR1700294	7140.9083	before
ERR1700296	OMG138	AMPLICON	252	4966309	PRJEB16344	SAMEA4518869	2295499	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770584	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518869	ERS1418048	16S sequencing	ERS1418048	ERP018192	Healthy human gut 16S metagenome	subject3359		ERR1700296	5015.9067	before
ERR1700299	OMG141	AMPLICON	291	7026145	PRJEB16344	SAMEA4518872	3646620	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770587	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518872	ERS1418051	16S sequencing	ERS1418051	ERP018192	Healthy human gut 16S metagenome	subject3362		ERR1700299	1391.3221	before
ERR1700300	OMG142	AMPLICON	271	3191830	PRJEB16344	SAMEA4518873	1685928	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770588	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518873	ERS1418052	16S sequencing	ERS1418052	ERP018192	Healthy human gut 16S metagenome	subject3363		ERR1700300	8769.3244	before
ERR1700302	OMG144	AMPLICON	252	32456945	PRJEB16344	SAMEA4518875	15865748	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770590	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518875	ERS1418054	16S sequencing	ERS1418054	ERP018192	Healthy human gut 16S metagenome	subject3367		ERR1700302	1662.2652	before
ERR1700303	OMG145	AMPLICON	252	11555168	PRJEB16344	SAMEA4518876	5317565	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770591	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518876	ERS1418055	16S sequencing	ERS1418055	ERP018192	Healthy human gut 16S metagenome	subject3368		ERR1700303	9526.5698	before
ERR1700304	OMG146	AMPLICON	252	1620462	PRJEB16344	SAMEA4518877	832400	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770592	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518877	ERS1418056	16S sequencing	ERS1418056	ERP018192	Healthy human gut 16S metagenome	subject3370		ERR1700304	4936.4869	before
ERR1700305	OMG147	AMPLICON	252	13413360	PRJEB16344	SAMEA4518878	6068746	KNOMICS LLC	2016	public	contigs,fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERC000015	2016-12-31	2018-11-16	human microbiome	intestine environment	feces	ERX1770593	Russia	Europe	Russia	55	37	human-gut	Knomics LLC	2016-12-31T17:01:12Z	2016-10-21T09:38:30Z	public	Illumina MiSeq	metagenome	unspecified	SINGLE	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	OMGpilot	2017-01-01T00:00:00Z	SAMEA4518878	ERS1418057	16S sequencing	ERS1418057	ERP018192	Healthy human gut 16S metagenome	subject3371		ERR1700305	9860.4521	before
