sample-id,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Label,lat_lon,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,groups,city
sample-47,SRR1298493,AMPLICON,561,2592558,PRJNA247489,SAMN02781575,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5656913,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552755,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bari 09,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,09-BA-V-F,SRP042234,V,Bari
sample-48,SRR1298494,AMPLICON,518,2707668,PRJNA247489,SAMN02781463,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6097549,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552756,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bari 09,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,09-BA-VG-F,SRP042234,VG,Bari
sample-49,SRR1298495,AMPLICON,566,4232198,PRJNA247489,SAMN02781450,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9192107,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552757,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bologna 09,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,09-BO-O-F,SRP042234,O,Bologna
sample-50,SRR1298496,AMPLICON,539,2976106,PRJNA247489,SAMN02781506,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6578687,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552758,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 09,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,09-PR-V-F,SRP042234,V,Parma
sample-51,SRR1298497,AMPLICON,564,4818528,PRJNA247489,SAMN02781535,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10574553,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552759,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 09,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,09-TO-O-F,SRP042234,O,Torino
sample-52,SRR1298498,AMPLICON,567,5757451,PRJNA247489,SAMN02781568,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12593953,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552760,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bari 10,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,10-BA-O-F,SRP042234,O,Bari
sample-53,SRR1298499,AMPLICON,554,3813701,PRJNA247489,SAMN02781576,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8340971,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552761,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bari 10,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,10-BA-V-F,SRP042234,V,Bari
sample-54,SRR1298500,AMPLICON,558,3542379,PRJNA247489,SAMN02781479,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7762289,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552762,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bari 10,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,10-BA-VG-F,SRP042234,VG,Bari
sample-55,SRR1298501,AMPLICON,563,4031706,PRJNA247489,SAMN02781451,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8766863,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552763,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bologna 10,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,10-BO-V-F,SRP042234,V,Bologna
sample-56,SRR1298502,AMPLICON,555,3460946,PRJNA247489,SAMN02781507,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7602349,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552764,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Parma 10,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,10-PR-VG-F,SRP042234,VG,Parma
sample-57,SRR1298503,AMPLICON,562,3176079,PRJNA247489,SAMN02781527,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6879026,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552765,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 10,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,10-TO-V-F,SRP042234,V,Torino
sample-58,SRR1298504,AMPLICON,562,12366983,PRJNA247489,SAMN02781569,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",26563804,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552766,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bari 11,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,11-BA-O-F,SRP042234,O,Bari
sample-59,SRR1298505,AMPLICON,569,4006281,PRJNA247489,SAMN02781577,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8766299,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552767,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bari 11,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,11-BA-V-F,SRP042234,V,Bari
sample-60,SRR1298506,AMPLICON,565,4510143,PRJNA247489,SAMN02781480,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9827519,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552768,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bari 11,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,11-BA-VG-F,SRP042234,VG,Bari
sample-61,SRR1298507,AMPLICON,583,3464406,PRJNA247489,SAMN02781508,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7440526,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552769,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 11,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,11-PR-V-F,SRP042234,V,Parma
sample-62,SRR1298508,AMPLICON,585,5295501,PRJNA247489,SAMN02781536,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11318295,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552770,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 11,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,11-TO-V-F,SRP042234,V,Torino
sample-63,SRR1298509,AMPLICON,555,4846398,PRJNA247489,SAMN02781570,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10585345,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552771,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bari 12,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,12-BA-O-F,SRP042234,O,Bari
sample-64,SRR1298510,AMPLICON,576,4796820,PRJNA247489,SAMN02781578,"MIGS/MIMS/MIMARKS.human-gut,MIMS.me",10482727,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552772,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bari 12,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,12-BA-V-F,SRP042234,V,Bari
sample-65,SRR1298511,AMPLICON,557,5507267,PRJNA247489,SAMN02781481,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12184356,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552773,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bari 12,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,12-BA-VG-F,SRP042234,VG,Bari
sample-66,SRR1298512,AMPLICON,564,3548491,PRJNA247489,SAMN02781520,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7621764,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552774,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bologna 12,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,12-BO-V-F,SRP042234,V,Bologna
sample-67,SRR1298513,AMPLICON,571,2901568,PRJNA247489,SAMN02781509,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6263435,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552775,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 12,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,12-PR-V-F,SRP042234,V,Parma
sample-68,SRR1298514,AMPLICON,556,2306005,PRJNA247489,SAMN02781470,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5008791,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552776,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 12,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,12-TO-O-F,SRP042234,O,Torino
sample-69,SRR1298515,AMPLICON,556,3748979,PRJNA247489,SAMN02781571,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8276114,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552777,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bari 13,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,13-BA-O-F,SRP042234,O,Bari
sample-70,SRR1298516,AMPLICON,538,3557981,PRJNA247489,SAMN02781579,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7826728,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552778,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bari 13,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,13-BA-V-F,SRP042234,V,Bari
sample-71,SRR1298517,AMPLICON,564,5009057,PRJNA247489,SAMN02781467,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10726124,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552779,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bologna 13,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,13-BO-V-F,SRP042234,V,Bologna
sample-72,SRR1298518,AMPLICON,568,4939451,PRJNA247489,SAMN02781510,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10656507,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552780,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Parma 13,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,13-PR-VG-F,SRP042234,VG,Parma
sample-73,SRR1298519,AMPLICON,566,3689811,PRJNA247489,SAMN02781529,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8034043,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552781,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 13,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,13-TO-O-F,SRP042234,O,Torino
sample-74,SRR1298520,AMPLICON,570,3159060,PRJNA247489,SAMN02781572,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6917201,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552782,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bari 14,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,14-BA-O-F,SRP042234,O,Bari
sample-75,SRR1298521,AMPLICON,564,2551494,PRJNA247489,SAMN02781452,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5549918,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552783,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bologna 14,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,14-BO-VG-F,SRP042234,VG,Bologna
sample-76,SRR1298522,AMPLICON,569,3997751,PRJNA247489,SAMN02781511,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8670064,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552784,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Parma 14,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,14-PR-VG-F,SRP042234,VG,Parma
sample-77,SRR1298523,AMPLICON,573,3263705,PRJNA247489,SAMN02781532,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7133907,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552785,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 14,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,14-TO-O-F,SRP042234,O,Torino
sample-78,SRR1298524,AMPLICON,572,3564719,PRJNA247489,SAMN02781573,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7719819,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552786,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bari 15,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,15-BA-O-F,SRP042234,O,Bari
sample-79,SRR1298525,AMPLICON,570,3623730,PRJNA247489,SAMN02781473,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7895106,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552787,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bologna 15,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,15-BO-VG-F,SRP042234,VG,Bologna
sample-80,SRR1298526,AMPLICON,582,6086836,PRJNA247489,SAMN02781512,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13098682,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552788,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Parma 15,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,15-PR-VG-F,SRP042234,VG,Parma
sample-81,SRR1298527,AMPLICON,560,3253687,PRJNA247489,SAMN02781495,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7090307,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552789,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 15,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,15-TO-O-F,SRP042234,O,Torino
sample-82,SRR1298528,AMPLICON,578,4415529,PRJNA247489,SAMN02781513,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9615940,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552790,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Parma 16,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,16-PR-VG-F,SRP042234,VG,Parma
sample-83,SRR1298529,AMPLICON,532,2645334,PRJNA247489,SAMN02781496,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5893209,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552791,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 16,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,16-TO-O-F,SRP042234,O,Torino
sample-84,SRR1298530,AMPLICON,578,4794458,PRJNA247489,SAMN02781474,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10521114,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552792,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bologna 17,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,17-BO-VG-F,SRP042234,VG,Bologna
sample-85,SRR1298531,AMPLICON,581,5119126,PRJNA247489,SAMN02781514,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10901032,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552793,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 17,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,17-PR-V-F,SRP042234,V,Parma
sample-86,SRR1298532,AMPLICON,545,3443986,PRJNA247489,SAMN02781471,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7582319,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552794,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 17,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,17-TO-O-F,SRP042234,O,Torino
sample-87,SRR1298533,AMPLICON,565,3123263,PRJNA247489,SAMN02781518,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6815075,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552795,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bologna 18,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,18-BO-V-F,SRP042234,V,Bologna
sample-88,SRR1298534,AMPLICON,580,5683220,PRJNA247489,SAMN02781515,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12344979,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552796,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 18,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,18-PR-V-F,SRP042234,V,Parma
sample-89,SRR1298535,AMPLICON,559,2638966,PRJNA247489,SAMN02781497,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5827412,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552797,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 18,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,18-TO-O-F,SRP042234,O,Torino
sample-90,SRR1298536,AMPLICON,574,4245013,PRJNA247489,SAMN02781553,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9175520,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552798,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bologna 19,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,19-BO-VG-F,SRP042234,VG,Bologna
sample-91,SRR1298537,AMPLICON,554,4006344,PRJNA247489,SAMN02781516,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8716198,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552799,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Parma 19,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,19-PR-O-F,SRP042234,O,Parma
sample-92,SRR1298538,AMPLICON,560,3410655,PRJNA247489,SAMN02781533,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7327176,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552800,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 19,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,19-TO-V-F,SRP042234,V,Torino
sample-93,SRR1298539,AMPLICON,575,4039574,PRJNA247489,SAMN02781453,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8778766,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552801,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bologna 20,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,20-BO-O-F,SRP042234,O,Bologna
