Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_diet,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,groups
SRR10698129,AMPLICON,420,55306860,PRJNA595949,SAMN13577756,Metagenome or environmental,30783898,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-01-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374806,Belgium,Europe,Belgium: Brussels,E42M0_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E42M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E42M0,SRP237728,M0_placebo
SRR10698131,AMPLICON,420,43060920,PRJNA595949,SAMN13577754,Metagenome or environmental,25398638,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-10-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374804,Belgium,Europe,Belgium: Brussels,E38M0_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E38M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E38M0,SRP237728,M0_placebo
SRR10698133,AMPLICON,420,47333580,PRJNA595949,SAMN13577752,Metagenome or environmental,26382232,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-10-14,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374802,Belgium,Europe,Belgium: Brussels,E37M0_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E37M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E37M0,SRP237728,M0_placebo
SRR10698140,AMPLICON,420,32893140,PRJNA595949,SAMN13577746,Metagenome or environmental,19242819,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-03-27,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374795,Belgium,Europe,Belgium: Brussels,E27M0_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E27M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E27M0,SRP237728,M0_placebo
SRR10698146,AMPLICON,420,26375160,PRJNA595949,SAMN13577740,Metagenome or environmental,15434305,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-02-21,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374789,Belgium,Europe,Belgium: Brussels,E20M0_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E20M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E20M0,SRP237728,M0_placebo
SRR10698147,AMPLICON,420,46618320,PRJNA595949,SAMN13577668,Metagenome or environmental,25785359,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-04-14,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374788,Belgium,Europe,Belgium: Liege,C06M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C06M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C06M0,SRP237728,M0_placebo
SRR10698149,AMPLICON,420,36186780,PRJNA595949,SAMN13577738,Metagenome or environmental,19880893,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-01-17,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374786,Belgium,Europe,Belgium: Brussels,E15M0_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E15M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E15M0,SRP237728,M0_placebo
SRR10698155,AMPLICON,420,38404800,PRJNA595949,SAMN13577732,Metagenome or environmental,22183396,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-09-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374780,Belgium,Europe,Belgium: Brussels,E07M0_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E07M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E07M0,SRP237728,M0_placebo
SRR10698168,AMPLICON,420,44073960,PRJNA595949,SAMN13577720,Metagenome or environmental,24372025,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-08-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374767,Belgium,Europe,Belgium: Liege,C38M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C38M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C38M0,SRP237728,M0_placebo
SRR10698169,AMPLICON,420,51308040,PRJNA595949,SAMN13577666,Metagenome or environmental,28210431,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-03-23,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374766,Belgium,Europe,Belgium: Liege,C05M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C05M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C05M0,SRP237728,M0_placebo
SRR10698177,AMPLICON,420,43151640,PRJNA595949,SAMN13577712,Metagenome or environmental,23882432,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-05-16,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374758,Belgium,Europe,Belgium: Liege,C31M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C31M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C31M0,SRP237728,M0_placebo
SRR10698179,AMPLICON,420,23191980,PRJNA595949,SAMN13577710,Metagenome or environmental,13551113,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-03-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374756,Belgium,Europe,Belgium: Liege,C29M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C29M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C29M0,SRP237728,M0_placebo
SRR10698182,AMPLICON,420,18521160,PRJNA595949,SAMN13577708,Metagenome or environmental,10282308,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-03-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374753,Belgium,Europe,Belgium: Liege,C28M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C28M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C28M0,SRP237728,M0_placebo
SRR10698184,AMPLICON,420,49455840,PRJNA595949,SAMN13577706,Metagenome or environmental,26615341,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-03-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374751,Belgium,Europe,Belgium: Liege,C27M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C27M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C27M0,SRP237728,M0_placebo
SRR10698188,AMPLICON,420,39826920,PRJNA595949,SAMN13577702,Metagenome or environmental,22414599,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-02-21,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374747,Belgium,Europe,Belgium: Liege,C25M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C25M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C25M0,SRP237728,M0_placebo
SRR10698190,AMPLICON,420,36243480,PRJNA595949,SAMN13577700,Metagenome or environmental,19732440,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-02-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374745,Belgium,Europe,Belgium: Liege,C23M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C23M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C23M0,SRP237728,M0_placebo
SRR10698191,AMPLICON,420,55892760,PRJNA595949,SAMN13577664,Metagenome or environmental,31311322,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-03-17,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374744,Belgium,Europe,Belgium: Liege,C04M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C04M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C04M0,SRP237728,M0_placebo
SRR10698193,AMPLICON,420,50959020,PRJNA595949,SAMN13577698,Metagenome or environmental,27226835,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-01-31,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374742,Belgium,Europe,Belgium: Liege,C22M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C22M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C22M0,SRP237728,M0_placebo
SRR10698204,AMPLICON,420,36928920,PRJNA595949,SAMN13577688,Metagenome or environmental,20277192,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-12-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374731,Belgium,Europe,Belgium: Liege,C17M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C17M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C17M0,SRP237728,M0_placebo
SRR10698216,AMPLICON,420,40618620,PRJNA595949,SAMN13577848,Metagenome or environmental,22135077,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-02-16,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374719,Belgium,Europe,Belgium: Brussels,S56M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S56M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S56M0,SRP237728,M0_placebo
SRR10698220,AMPLICON,420,31227420,PRJNA595949,SAMN13577844,Metagenome or environmental,17541461,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-01-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374715,Belgium,Europe,Belgium: Brussels,S54M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S54M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S54M0,SRP237728,M0_placebo
SRR10698227,AMPLICON,420,19866000,PRJNA595949,SAMN13577838,Metagenome or environmental,12264037,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-08-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374708,Belgium,Europe,Belgium: Brussels,S50M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S50M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S50M0,SRP237728,M0_placebo
SRR10698229,AMPLICON,420,35042280,PRJNA595949,SAMN13577836,Metagenome or environmental,19518873,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-08-17,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374706,Belgium,Europe,Belgium: Brussels,S49M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S49M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S49M0,SRP237728,M0_placebo
SRR10698231,AMPLICON,420,30326100,PRJNA595949,SAMN13577834,Metagenome or environmental,16756634,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-10-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374704,Belgium,Europe,Belgium: Brussels,S47M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S47M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S47M0,SRP237728,M0_placebo
SRR10698238,AMPLICON,420,37751280,PRJNA595949,SAMN13577828,Metagenome or environmental,20949807,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-06-16,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374697,Belgium,Europe,Belgium: Brussels,S44M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S44M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S44M0,SRP237728,M0_placebo
SRR10698240,AMPLICON,420,40172580,PRJNA595949,SAMN13577826,Metagenome or environmental,21646244,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-07-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374695,Belgium,Europe,Belgium: Brussels,S43M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S43M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S43M0,SRP237728,M0_placebo
SRR10698242,AMPLICON,420,23934120,PRJNA595949,SAMN13577824,Metagenome or environmental,13131893,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-06-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374693,Belgium,Europe,Belgium: Brussels,S42M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S42M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S42M0,SRP237728,M0_placebo
SRR10698244,AMPLICON,420,43276380,PRJNA595949,SAMN13577822,Metagenome or environmental,24129571,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-07-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374691,Belgium,Europe,Belgium: Brussels,S41M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S41M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S41M0,SRP237728,M0_placebo
SRR10698247,AMPLICON,420,43719900,PRJNA595949,SAMN13577676,Metagenome or environmental,24138981,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-06-20,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374688,Belgium,Europe,Belgium: Liege,C10M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C10M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C10M0,SRP237728,M0_placebo
SRR10698249,AMPLICON,420,38800860,PRJNA595949,SAMN13577818,Metagenome or environmental,21550345,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-07-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374686,Belgium,Europe,Belgium: Brussels,S38M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S38M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S38M0,SRP237728,M0_placebo
SRR10698253,AMPLICON,420,51396240,PRJNA595949,SAMN13577814,Metagenome or environmental,28799597,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-05-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374682,Belgium,Europe,Belgium: Brussels,S35M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S35M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S35M0,SRP237728,M0_placebo
SRR10698255,AMPLICON,420,32130420,PRJNA595949,SAMN13577812,Metagenome or environmental,18686625,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-03-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374680,Belgium,Europe,Belgium: Brussels,S34M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S34M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S34M0,SRP237728,M0_placebo
SRR10698260,AMPLICON,420,48960660,PRJNA595949,SAMN13577808,Metagenome or environmental,26550380,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-02-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374675,Belgium,Europe,Belgium: Brussels,S31M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S31M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S31M0,SRP237728,M0_placebo
SRR10698262,AMPLICON,420,49246680,PRJNA595949,SAMN13577806,Metagenome or environmental,27237840,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-02-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374673,Belgium,Europe,Belgium: Brussels,S29M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S29M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S29M0,SRP237728,M0_placebo
SRR10698264,AMPLICON,420,32410560,PRJNA595949,SAMN13577804,Metagenome or environmental,19107302,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-01-27,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374671,Belgium,Europe,Belgium: Brussels,S27M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S27M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S27M0,SRP237728,M0_placebo
SRR10698268,AMPLICON,420,43544340,PRJNA595949,SAMN13577800,Metagenome or environmental,24047193,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-11-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374667,Belgium,Europe,Belgium: Brussels,S22M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S22M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S22M0,SRP237728,M0_placebo
SRR10698275,AMPLICON,420,36861300,PRJNA595949,SAMN13577794,Metagenome or environmental,20731750,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-08-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374660,Belgium,Europe,Belgium: Brussels,S16M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S16M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S16M0,SRP237728,M0_placebo
SRR10698279,AMPLICON,420,49360080,PRJNA595949,SAMN13577790,Metagenome or environmental,27156878,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-08-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374656,Belgium,Europe,Belgium: Brussels,S14M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S14M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S14M0,SRP237728,M0_placebo
SRR10698290,AMPLICON,420,25785060,PRJNA595949,SAMN13577780,Metagenome or environmental,15164886,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-04-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374645,Belgium,Europe,Belgium: Brussels,S08M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S08M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S08M0,SRP237728,M0_placebo
SRR10698295,AMPLICON,420,42142380,PRJNA595949,SAMN13577776,Metagenome or environmental,22945912,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-03-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374640,Belgium,Europe,Belgium: Brussels,S05M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S05M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S05M0,SRP237728,M0_placebo
SRR10698297,AMPLICON,420,45901380,PRJNA595949,SAMN13577774,Metagenome or environmental,25601995,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-03-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374638,Belgium,Europe,Belgium: Brussels,S04M0_placebo,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S04M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S04M0,SRP237728,M0_placebo
SRR10698304,AMPLICON,420,55517280,PRJNA595949,SAMN13577768,Metagenome or environmental,30484266,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-02-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374631,Belgium,Europe,Belgium: Brussels,E53M0_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E53M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E53M0,SRP237728,M0_placebo
SRR10698308,AMPLICON,420,53901120,PRJNA595949,SAMN13577764,Metagenome or environmental,30322145,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-12-14,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374627,Belgium,Europe,Belgium: Brussels,E48M0_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E48M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E48M0,SRP237728,M0_placebo
SRR10698312,AMPLICON,420,49007700,PRJNA595949,SAMN13577760,Metagenome or environmental,27331999,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-11-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374623,Belgium,Europe,Belgium: Brussels,E45M0_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E45M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E45M0,SRP237728,M0_placebo
SRR10698313,AMPLICON,420,34253940,PRJNA595949,SAMN13577670,Metagenome or environmental,19698419,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-04-21,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374622,Belgium,Europe,Belgium: Liege,C07M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C07M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C07M0,SRP237728,M0_placebo
SRR10698315,AMPLICON,420,45116400,PRJNA595949,SAMN13577660,Metagenome or environmental,25013796,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-02-23,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374620,Belgium,Europe,Belgium: Brussels,C01M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C01M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C01M0,SRP237728,M0_placebo
SRR10698225,AMPLICON,420,37293060,PRJNA595949,SAMN13577678,Metagenome or environmental,22205635,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-06-27,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374710,Belgium,Europe,Belgium: Liege,C11M0_placebo,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C11M0_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C11M0,SRP237728,M0_placebo
SRR10698126,AMPLICON,420,69220200,PRJNA595949,SAMN13577759,Metagenome or environmental,38792108,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-03-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374809,Belgium,Europe,Belgium: Brussels,E44M3_inulin,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E44M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E44M3,SRP237728,M3_inulin
SRR10698134,AMPLICON,420,47464200,PRJNA595949,SAMN13577751,Metagenome or environmental,25891396,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-12-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374801,Belgium,Europe,Belgium: Brussels,E35M3_inulin,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E35M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E35M3,SRP237728,M3_inulin
