folder	dataset	sample-id	ace	berger_parker_d	brillouin_d	chao1	dominance	doubles	enspie	faith_pd	fisher_alpha	gini_index	goods_coverage	heip_e	lladser_pe	margalef	mcintosh_d	menhinick	observed_features	pielou_evenness	robbins	shannon_entropy	simpson	singles	strong	sample-frequency	Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	env_biome	env_feature	env_material	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host_diet	Host	Instrument	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	groups
95_obese	95_obese_M0_inulin	sample-13	283.40887441481783	0.1598997493734336	3.901422529862758	282.5	0.0521615545771076	17	19.17120776225627	24.119656808608497	35.63488915988188	0.976720825322035	0.9997686524002314	0.179279237126376	0.0004817535168156	24.2408938012684	0.7743871811880138	0.9823060283568386	274	0.6967393084565278	0.0002313475997686	5.642217273340693	0.9478384454228924	18	0.6606141969184612	77805.0	SRR10698138	AMPLICON	420	50967420	PRJNA595949	SAMN13577748	Metagenome or environmental	28248266	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-07-04	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374797	Belgium	Europe	Belgium: Brussels	E32M0_inulin	Homo sapiens	Illumina MiSeq	50.81 N 4.26 E	E32M0_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	E32M0	SRP237728	M0_inulin
95_obese	95_obese_M0_placebo	sample-119	137.21236800682556	0.130258004723609	3.484815431779327	133.33333333333334	0.0513287957128564	11	19.48224161724346	12.430453068432891	15.67109199970249	0.9870845817823888	0.9998804149600884	0.2446338768173348	0.0003277845940447	11.7001966624363	0.7764433560883656	0.5064828316341745	131	0.7159713901951862	0.0001195850399115	5.035729644241567	0.9486712042871436	8	0.6517266003000124	66898.0	SRR10698244	AMPLICON	420	43276380	PRJNA595949	SAMN13577822	Metagenome or environmental	24129571	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-07-03	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374691	Belgium	Europe	Belgium: Brussels	S41M0_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S41M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S41M0	SRP237728	M0_placebo
95_obese	95_obese_M3_inulin	sample-45	135.2749577781948	0.1627910011483453	3.377941238863833	131.0	0.0585836496816638	20	17.069609104824885	12.742350141076695	15.254461337865662	0.9883271296139604	0.999908654348053	0.2205573976442759	0.0005205341071627	11.46995979605446	0.7607073784413416	0.4696110119638149	130	0.6949634572586683	9.134565194696732e-05	4.880289013484248	0.941416350318336	7	0.6751049973098203	76632.0	SRR10698170	AMPLICON	420	47672100	PRJNA595949	SAMN13577719	Metagenome or environmental	26098966	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-10-24	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374765	Belgium	Europe	Belgium: Liege	C37M3_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C37M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C37M3	SRP237728	M3_inulin
95_obese	95_obese_M0_inulin	sample-83	210.78022625117407	0.2367635485359168	3.6957825125477606	209.58333333333331	0.0710054149099624	11	14.083432950402978	16.1657677509792	25.75562142180714	0.9809053149637778	0.999850742218242	0.1940881781191014	0.0003888257658095	18.201721747081532	0.7362436124077694	0.7551374515687574	205	0.6957755104019312	0.0001492577817579	5.343194185854875	0.9289945850900376	11	0.649392014477012	73698.0	SRR10698208	AMPLICON	420	46387320	PRJNA595949	SAMN13577684	Metagenome or environmental	25453477	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-10-11	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374727	Belgium	Europe	Belgium: Liege	C15M0_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C15M0_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C15M0	SRP237728	M0_inulin
95_obese	95_obese_M0_placebo	sample-115	104.0356872317145	0.3309517224424572	2.995708629250613	102.75	0.1287884495040833	7	7.76467147365024	11.5656372527836	11.844298109422695	0.990302051900822	0.9999385390737838	0.1890452344242371	0.0002156223230281	9.11272443460188	0.6436519432496605	0.3998247979906038	102	0.6487389047825076	6.146092621615808e-05	4.328661908593636	0.8712115504959167	4	0.6430918822770189	65082.0	SRR10698240	AMPLICON	420	40172580	PRJNA595949	SAMN13577826	Metagenome or environmental	21646244	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-07-28	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374695	Belgium	Europe	Belgium: Brussels	S43M0_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S43M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S43M0	SRP237728	M0_placebo
95_obese	95_obese_M0_placebo	sample-66	208.8369254466317	0.0692270228901412	3.843698323046238	207.0	0.0347350656865864	11	28.789351055874597	20.029085849194768	25.04800070956316	0.9815543735194424	0.9998956376539344	0.2266848179679329	0.0004951711954488	17.86206687530142	0.8164066217075068	0.6946736559040187	204	0.7240358673265224	0.0001043623460655	5.555111136972322	0.9652649343134136	9	0.6764255691840502	86238.0	SRR10698191	AMPLICON	420	55892760	PRJNA595949	SAMN13577664	Metagenome or environmental	31311322	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-03-17	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374744	Belgium	Europe	Belgium: Liege	C04M0_placebo	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C04M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C04M0	SRP237728	M0_placebo
95_obese	95_obese_M0_placebo	sample-150	301.0532779633719	0.2413818341506257	3.794477680033364	299.39130434782606	0.0742014356582927	22	13.476828192450755	21.164091963652535	41.31767831136648	0.976354357341146	0.9997987264875944	0.1488903933077198	0.0005324188660242	27.13420344039869	0.7307263272409513	1.2704378363311797	297	0.6688497591106047	0.0002012735124057	5.4941453652052274	0.9257985643417072	11	0.6810794396427127	54652.0	SRR10698275	AMPLICON	420	36861300	PRJNA595949	SAMN13577794	Metagenome or environmental	20731750	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-08-26	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374660	Belgium	Europe	Belgium: Brussels	S16M0_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S16M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S16M0	SRP237728	M0_placebo
95_obese	95_obese_M3_inulin	sample-77	171.63803317073172	0.1792987980108454	3.583232914430399	170.07142857142858	0.0592113505944445	13	16.88865377939588	17.47738491437584	20.426323792935964	0.984505753758809	0.9999250318614588	0.2095760881243054	0.0002732504066852	14.880152563039346	0.759350313037515	0.5973783006985508	169	0.6996827633034014	7.496813854112003e-05	5.178267774853238	0.9407886494055556	6	0.6514826612890705	80034.0	SRR10698202	AMPLICON	420	52484460	PRJNA595949	SAMN13577663	Metagenome or environmental	28969921	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-06-02	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374733	Belgium	Europe	Belgium: Liege	C02M3_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C02M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C02M3	SRP237728	M3_inulin
95_obese	95_obese_M3_inulin	sample-9	124.18254508946178	0.2198426801860659	3.1902047339710866	122.15384615384616	0.0789568843167218	12	12.665140078079483	12.439234996290898	14.066769659988363	0.9898534732487054	0.9999216014216276	0.1950218008295066	0.0003098750066083	10.670968980347276	0.7216157852493934	0.4373849536260887	121	0.6661446769561915	7.839857837244551e-05	4.608963916098355	0.921043115683278	6	0.6890854924618579	76532.0	SRR10698134	AMPLICON	420	47464200	PRJNA595949	SAMN13577751	Metagenome or environmental	25891396	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-12-11	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374801	Belgium	Europe	Belgium: Brussels	E35M3_inulin	Homo sapiens	Illumina MiSeq	50.81 N 4.26 E	E35M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	E35M3	SRP237728	M3_inulin
95_obese	95_obese_M3_inulin	sample-125	140.08981435796227	0.2473039043675579	3.3533262507717327	139.27272727272728	0.0836588462726387	10	11.953308520907225	16.534622121706512	16.218973671453792	0.9869565533216618	0.9999649098182328	0.2010103432774725	0.0002435278434167	12.15195065702252	0.7132007907874257	0.4753866503254454	139	0.6805730461942001	3.509018176714155e-05	4.844959411540444	0.9163411537273612	3	0.6545884073147125	85494.0	SRR10698250	AMPLICON	420	53418960	PRJNA595949	SAMN13577817	Metagenome or environmental	29509039	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-08-18	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374685	Belgium	Europe	Belgium: Brussels	S37M3_inulin	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S37M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S37M3	SRP237728	M3_inulin
95_obese	95_obese_M0_inulin	sample-48	159.80311609563086	0.1578491322753942	3.757519179009956	158.5	0.0461760120881607	7	21.65626598699704	13.677127163602297	20.42060441327232	0.9822661422429276	0.9998019458817122	0.2747358212981913	0.0006151009759325	14.519519246557454	0.7890399160161261	0.7712206389763671	155	0.7471842419989361	0.0001980541182878	5.436605498444791	0.9538239879118392	8	0.6128041987473076	40393.0	SRR10698173	AMPLICON	420	25571700	PRJNA595949	SAMN13577716	Metagenome or environmental	13965509	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-06-13	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374762	Belgium	Europe	Belgium: Liege	C34M0_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C34M0_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C34M0	SRP237728	M0_inulin
95_obese	95_obese_M3_inulin	sample-34	137.56580633756133	0.2511934313538285	3.0410430347359223	137.6	0.1055204337871614	9	9.476837462751869	11.998209722298572	18.647791613245776	0.9899526269028956	0.9994271529501624	0.15570042766481	0.001011836915212	13.065591286369616	0.6798581974970999	0.9051071862061724	131	0.6268332728008744	0.0005728470498376	4.40878355904667	0.8944795662128385	12	0.7018728308701881	20948.0	SRR10698159	AMPLICON	420	17701320	PRJNA595949	SAMN13577729	Metagenome or environmental	11355619	UNIVERSITE CATHOLIQUE DE LOUVAIN	2018-03-05	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374776	Belgium	Europe	Belgium: Liege	C44M3_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C44M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C44M3	SRP237728	M3_inulin
95_obese	95_obese_M0_placebo	sample-4	201.96026201495195	0.2101338796512459	3.396451487275752	199.6190476190476	0.0804279534755631	20	12.433488069590576	20.91586870670468	24.16113481044362	0.9860086917107936	0.9998689789889942	0.1481918349445528	0.0003112255469572	17.286926085890645	0.7188828057612802	0.6798926664035575	197	0.6440630327095871	0.0001310210110057	4.9090818103087	0.9195720465244368	11	0.7060836556155956	83956.0	SRR10698129	AMPLICON	420	55306860	PRJNA595949	SAMN13577756	Metagenome or environmental	30783898	UNIVERSITE CATHOLIQUE DE LOUVAIN	2018-01-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374806	Belgium	Europe	Belgium: Brussels	E42M0_placebo	Homo sapiens	Illumina MiSeq	50.81 N 4.26 E	E42M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	E42M0	SRP237728	M0_placebo
95_obese	95_obese_M3_inulin	sample-120	156.9006215936219	0.2854195968120018	3.334213864435656	158.25	0.1003855135299723	7	9.961596696932045	13.717067505926089	20.382369185753756	0.9858845915334418	0.9996249413970932	0.1839170780536569	0.0007865890348564	14.363751016931907	0.6870040393202249	0.8385910090443793	150	0.6678828676512121	0.0003750586029067	4.828004156739069	0.8996144864700276	12	0.6426254102203469	31995.0	SRR10698245	AMPLICON	420	20719440	PRJNA595949	SAMN13577821	Metagenome or environmental	11800675	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-09-22	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374690	Belgium	Europe	Belgium: Brussels	S40M3_inulin	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S40M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S40M3	SRP237728	M3_inulin
95_obese	95_obese_M0_inulin	sample-88	193.10173162347235	0.2415162719185855	3.385439733116773	186.0	0.0856354954239146	16	11.677400767634714	18.709557345033048	22.883891810852703	0.9856941050617074	0.999688838452246	0.162647350403782	0.0005284484696868	16.22601027682308	0.710403870838932	0.7615326063484762	178	0.6550109822101798	0.0003111615477541	4.896687497358777	0.9143645045760852	17	0.6826717774213942	54634.0	SRR10698213	AMPLICON	420	38894100	PRJNA595949	SAMN13577662	Metagenome or environmental	22147301	UNIVERSITE CATHOLIQUE DE LOUVAIN	2016-03-02	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374722	Belgium	Europe	Belgium: Liege	C02M0_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C02M0_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C02M0	SRP237728	M0_inulin
95_obese	95_obese_M0_placebo	sample-128	196.6536809834844	0.2611326019405162	3.3507216945703413	196.0	0.0882689493523684	12	11.32901215361717	19.122992299322004	23.38967930237928	0.9867506439625516	0.9998351195383348	0.1466004173892397	0.0003735618438485	16.76239386164841	0.7054112987942865	0.676653795476004	190	0.6398212836515721	0.0001648804616652	4.84335473237936	0.9117310506476316	13	0.7182556715207385	78845.0	SRR10698253	AMPLICON	420	51396240	PRJNA595949	SAMN13577814	Metagenome or environmental	28799597	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-05-05	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374682	Belgium	Europe	Belgium: Brussels	S35M0_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S35M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S35M0	SRP237728	M0_placebo
95_obese	95_obese_M3_placebo	sample-105	255.38261004291016	0.1372878576699188	4.190637605315819	252.8695652173913	0.0341611985506794	22	29.27297760107752	19.086682668115326	38.78602042600073	0.9713120365282816	0.9995080757563336	0.2680237745890393	0.0014369898820157	24.648358793752656	0.8204253980826461	1.6006578134513612	250	0.7635019430747751	0.0004919242436664	6.08189177945401	0.9658388014493204	12	0.6157320652619497	24394.0	SRR10698230	AMPLICON	420	19436760	PRJNA595949	SAMN13577835	Metagenome or environmental	12104303	UNIVERSITE CATHOLIQUE DE LOUVAIN	2018-01-05	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374705	Belgium	Europe	Belgium: Brussels	S47M3_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S47M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S47M3	SRP237728	M3_placebo
95_obese	95_obese_M3_placebo	sample-14	203.2918820423878	0.365042836595585	3.0475067759053545	200.04545454545453	0.1499141367513254	21	6.67048499674704	19.9077514455194	24.468148240993557	0.987954079915674	0.999874929647927	0.1025446431731322	0.0003131895632347	17.45027672359904	0.6149874509914918	0.7002326815189007	198	0.5775166482861436	0.000125070352073	4.4060804638080775	0.8500858632486746	10	0.7355643231135696	79955.0	SRR10698139	AMPLICON	420	49089180	PRJNA595949	SAMN13577747	Metagenome or environmental	26798087	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-07-02	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374796	Belgium	Europe	Belgium: Brussels	E27M3_placebo	Homo sapiens	Illumina MiSeq	50.81 N 4.26 E	E27M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	E27M3	SRP237728	M3_placebo
95_obese	95_obese_M3_inulin	sample-16	149.23779072896323	0.1548081278716107	3.520856669556142	148.1764705882353	0.0539103702243875	16	18.549306855763863	13.547254626855665	18.202916000735264	0.9862154459369424	0.9999514657348088	0.2247856561515296	0.0003553315754482	13.325050893410536	0.7709147045890086	0.5952855182595415	148	0.705921356618729	4.853426519122501e-05	5.08930710034425	0.9460896297756124	3	0.6619675878557648	61812.0	SRR10698141	AMPLICON	420	39590040	PRJNA595949	SAMN13577745	Metagenome or environmental	22762261	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-05-30	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374794	Belgium	Europe	Belgium: Brussels	E22M3_inulin	Homo sapiens	Illumina MiSeq	50.81 N 4.26 E	E22M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	E22M3	SRP237728	M3_inulin
95_obese	95_obese_M0_inulin	sample-39	142.2873849076705	0.1129200964118422	3.5900360233298025	141.66666666666666	0.0447356989468402	8	22.35351237472128	17.396745381111977	16.421753992624634	0.9858480918610004	0.9999545227159036	0.2529062631560168	0.00017184973288	12.29732259077584	0.7911595117883768	0.4754297753413169	141	0.7263956548012069	4.547728409659375e-05	5.186139079612564	0.9552643010531596	4	0.656500477834017	87956.0	SRR10698164	AMPLICON	420	55639080	PRJNA595949	SAMN13577724	Metagenome or environmental	30756435	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-10-03	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374771	Belgium	Europe	Belgium: Liege	C40M0_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C40M0_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C40M0	SRP237728	M0_inulin
95_obese	95_obese_M0_inulin	sample-50	214.70222457526967	0.059485501318062	4.157746198748936	214.6	0.0247316535445484	9	40.43401296232482	21.78464042000961	27.79696081794292	0.9754596570349572	0.9998363785110445	0.3029344358064432	0.0002986406504018	19.23926239756338	0.8463456584339184	0.8996661300350394	211	0.7788819391648586	0.0001636214889555	6.013824708584469	0.9752683464554516	9	0.6068394471678792	55005.0	SRR10698175	AMPLICON	420	35568540	PRJNA595949	SAMN13577714	Metagenome or environmental	19555210	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-05-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374760	Belgium	Europe	Belgium: Liege	C32M0_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C32M0_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C32M0	SRP237728	M0_inulin
95_obese	95_obese_M0_inulin	sample-181	266.007279980247	0.0834435001573811	4.071554132890124	263.4347826086956	0.0282759612809609	22	35.365729570203186	18.294342503679704	33.978211500756004	0.9772395110640122	0.9997009757632987	0.2284594982549698	0.0006848799125328	23.05725678553244	0.8351586069207985	1.0155851923749954	256	0.7361147340912133	0.0002990242367012	5.8889178727297065	0.9717240387190392	19	0.6764247914699402	63540.0	SRR10698306	AMPLICON	420	41644260	PRJNA595949	SAMN13577766	Metagenome or environmental	22852901	UNIVERSITE CATHOLIQUE DE LOUVAIN	2018-02-05	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374629	Belgium	Europe	Belgium: Brussels	E49M0_inulin	Homo sapiens	Illumina MiSeq	50.81 N 4.26 E	E49M0_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	E49M0	SRP237728	M0_inulin
95_obese	95_obese_M3_inulin	sample-69	160.5341446868583	0.1343765751729826	3.5359091740206026	159.36363636363637	0.0528637788016134	10	18.916544043375875	15.16529798940394	20.633582701555177	0.98593278866076	0.9998625303578792	0.2143959921594063	0.0010657813608514	14.695053877938305	0.7737825482170252	0.7562839133884744	158	0.700350549100211	0.0001374696421206	5.115206857493384	0.9471362211983866	6	0.6784132639063304	43646.0	SRR10698194	AMPLICON	420	31389960	PRJNA595949	SAMN13577697	Metagenome or environmental	18628164	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-04-18	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374741	Belgium	Europe	Belgium: Liege	C21M3_inulin	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C21M3_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C21M3	SRP237728	M3_inulin
95_obese	95_obese_M0_inulin	sample-121	161.93055579014933	0.1170348416445531	3.8209473626059856	164.14285714285714	0.0390865877864669	6	25.584223556762705	13.75680615803063	21.18165580667617	0.9816312383441356	0.9995519867663784	0.2980164706197031	0.0007634996672514	14.792270091697606	0.8070343985552849	0.8981837136838421	153	0.7623808700997906	0.0004480132336216	5.532893658163665	0.9609134122135332	13	0.6069468855421918	29017.0	SRR10698246	AMPLICON	420	20668620	PRJNA595949	SAMN13577820	Metagenome or environmental	12076827	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-06-30	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374689	Belgium	Europe	Belgium: Brussels	S40M0_inulin	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S40M0_inulin	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S40M0	SRP237728	M0_inulin
95_obese	95_obese_M0_placebo	sample-52	145.25563197524244	0.264826238319184	3.322388936870954	143.5	0.0916165757958098	13	10.915055395966196	17.320033034850336	17.22558781027684	0.9868472858515204	0.9998931167165456	0.1907667745360266	0.0004388317208809	12.714520016589953	0.7000531994991595	0.5548737987243956	142	0.6716455382008975	0.0001068832834544	4.802095752080039	0.9083834242041902	7	0.6427820879961256	65492.0	SRR10698177	AMPLICON	420	43151640	PRJNA595949	SAMN13577712	Metagenome or environmental	23882432	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-05-16	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374758	Belgium	Europe	Belgium: Liege	C31M0_placebo	Homo sapiens	Illumina MiSeq	50.57 N 5.56 E	C31M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	C31M0	SRP237728	M0_placebo
95_obese	95_obese_M0_placebo	sample-135	207.92826198809743	0.1176312573032651	3.834884084213406	203.75	0.0399856038657128	23	25.00900082335601	16.22242380606228	25.14512572394971	0.98131014341369	0.9998388244933044	0.2281631964292317	0.0003906126096835	17.82861177301952	0.8029788087241064	0.7366394214044426	201	0.7245106167621566	0.0001611755066954	5.543268179655186	0.9600143961342872	12	0.6570542048865446	74453.0	SRR10698260	AMPLICON	420	48960660	PRJNA595949	SAMN13577808	Metagenome or environmental	26550380	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-02-10	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374675	Belgium	Europe	Belgium: Brussels	S31M0_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S31M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S31M0	SRP237728	M0_placebo
95_obese	95_obese_M3_placebo	sample-94	211.05519822046463	0.3278369520688242	3.3540686272633096	209.33333333333331	0.1213155861368023	17	8.242963924456859	20.12520997258675	27.38242157229194	0.9836867530942968	0.9997337156902908	0.1369103301090952	0.0006286741006031	18.896070543549577	0.6546590246699668	0.927801293195843	205	0.632136519762277	0.0002662843097091	4.854479823685038	0.8786844138631977	13	0.6747734335188498	48820.0	SRR10698219	AMPLICON	420	30794820	PRJNA595949	SAMN13577845	Metagenome or environmental	17381605	UNIVERSITE CATHOLIQUE DE LOUVAIN	2018-04-20	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374716	Belgium	Europe	Belgium: Brussels	S54M3_placebo	Homo sapiens	Illumina MiSeq	50.85 N 4.45 E	S54M3_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	S54M3	SRP237728	M3_placebo
95_obese	95_obese_M0_placebo	sample-15	330.5610360762381	0.0642480842911877	4.322498120745951	328.03846153846155	0.0259071599158115	25	38.599368022184606	21.93360672383176	47.83667100538681	0.9674104675453634	0.9996408045977012	0.2348726379274548	0.0008084084142396	30.35801530040485	0.8431690365897286	1.5854945926896995	324	0.7511206508078071	0.0003591954022988	6.264233561806191	0.9740928400841884	15	0.639429012345679	41760.0	SRR10698140	AMPLICON	420	32893140	PRJNA595949	SAMN13577746	Metagenome or environmental	19242819	UNIVERSITE CATHOLIQUE DE LOUVAIN	2017-03-27	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	intestine environment	organic feature	organic material	SRX7374795	Belgium	Europe	Belgium: Brussels	E27M0_placebo	Homo sapiens	Illumina MiSeq	50.81 N 4.26 E	E27M0_placebo	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2020-02-20T00:00:00Z	E27M0	SRP237728	M0_placebo
